Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
100,1.0003097382025208,0.0020562517872536614,0.030973820252078177,0.03272626361829646
200,1.0020256424376293,0.006288767568109748,0.20256424376292603,0.10008884444206641
300,0.9970450327218773,0.008015865713416146,0.2954967278122722,0.12757646514510218
400,0.9983195977557374,0.015139276179388523,0.168040224426258,0.2409490638783067
500,1.0018243426287945,0.01584659935155572,0.18243426287944953,0.25220646179969164
600,1.0010813556002063,0.01748651359583003,0.10813556002062796,0.27830650762199827
700,1.0014460098401432,0.022633804657301745,0.1446009840143203,0.3602281892185935
800,1.0003185412318532,0.02672707307069097,0.03185412318531533,0.42537457935787504
900,0.999717843457557,0.02525792941519163,0.02821565424430128,0.4019924318693934
1000,1.0031389805333086,0.02921769935294213,0.3138980533308633,0.4650141277793612
