Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
1000,0.9915906153987106,0.031275441917295,0.8409384601289371,0.49776411785209634
2000,0.9841798186790456,0.06358947056708739,1.5820181320954418,1.0120578569348548
3000,1.0450807254335421,0.08062814671335096,4.5080725433542135,1.2832368101768359
4000,0.9852463914011503,0.12492449969768624,1.4753608598849666,1.9882351640168752
5000,0.9967136200368554,0.17548728240561137,0.32863799631446255,2.7929668444616444
6000,1.0189788003321152,0.18163504214652534,1.8978800332115187,2.890811479632425
7000,0.984307351783268,0.2486767890745904,1.5692648216731997,3.95781402134417
8000,0.9859013266793123,0.24499746769670927,1.4098673320687705,3.899255802892823
9000,1.007695224662111,0.27245586322319304,0.7695224662110922,4.336269740634051
10000,1.0249101652800003,0.31310779708192243,2.491016528000034,4.983265362620208
