Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
1000.0,0.9982102156224707,0.3136407550704046,0.30402647915897635,4.9917476524529345
2000.0,1.002186008011111,0.6304827569959418,0.22297126004887868,10.034444731011039
3000.0,0.9983602836412974,0.9444070803093318,0.28563192366216406,15.030705512221477
4000.0,0.9985490299248312,-0.6238105240337461,0.6324481035268525,25.892886290926718
5000.0,1.0185945693194765,-1.5547450777060328,11.20518313464094,24.744536436470803
6000.0,0.9990346919046884,-1.88673108574398,0.29153296026693143,30.0282578581293
7000.0,1.0014263793594418,1.5067108975238288,0.7188450785595023,23.98004871513435
8000.0,0.9987536860303827,-1.8217481732667367,0.314717452202109,28.99402268440317
9000.0,1.0033793018593054,-2.1340841175875744,0.3851841238257525,33.96500362879681
10000.0,0.9990155160918388,-2.4519611308748925,0.3742935267789216,39.02417342479329
