Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
1000,0.9688640811373155,0.09834490142748106,3.113591886268452,1.5652077190068805
2000,1.0079811734195752,0.18558050425887648,0.798117341957516,2.9536054594286725
3000,1.0460328716813345,0.29254791220873294,4.603287168133452,4.656044631923368
4000,1.0421318803273376,0.36950312074897523,4.213188032733761,5.880824815508088
5000,1.0467500226395856,0.05066937549202536,4.675002263958561,0.8064281572935172
6000,0.9507287527147725,0.6111119833125819,4.927124728522747,9.726149292688927
7000,0.9908053891324801,0.7508326351119705,0.9194610867519937,11.949872531278348
8000,0.9739086053992744,0.7555712055704779,2.6091394600725626,12.025289222444416
9000,0.9884675599922436,0.9906744131855445,1.153244000775644,15.767072985314215
10000,0.9619353710317542,0.919669487176207,3.8064628968245806,14.636994489488181
