Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
1000,0.9970993844447995,0.18150754598581761,0.2900615555200492,2.888782315212238
2000,1.0095029421878134,0.33108882978704074,0.9502942187813446,5.269442386311869
3000,0.9742879226835689,0.4298803302604664,2.5712077316431103,6.841757949892971
4000,1.0132614053229578,0.6116613183759059,1.326140532295783,9.734892231763098
5000,0.99833743586826,0.8081055680184944,0.16625641317400408,12.861399569022725
6000,0.9982816859749158,0.9634344104795837,0.17183140250841555,15.333534877265187
7000,1.0137959243811987,1.0427303342225016,1.3795924381198699,16.595568700337527
8000,0.9740425541916444,1.2462132338794873,2.5957445808355573,19.834099631845667
9000,1.011936239322437,1.4475530506123973,1.1936239322436926,23.03852233927156
10000,0.0,0.0,0.0,0.0
