Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
1000,0.9400753117000747,0.1643139201025549,5.992468829992525,2.6151372603128364
2000,0.9975029125275443,0.3086772469509376,0.24970874724556946,4.91275096722394
3000,0.9874318620402178,0.30727662983358045,1.2568137959782177,4.890459453463289
4000,0.9823983475628492,0.5250349742982078,1.7601652437150839,8.3561911455686
5000,1.013528285789864,0.616403166370802,1.352828578986398,9.810361086540908
6000,1.021004667142095,0.7334584235868394,2.1004667142094924,11.67335336662347
7000,0.9766159654633941,0.8897388352313347,2.338403453660587,14.160633368789233
8000,1.0184686271968726,1.0423886921137078,1.846862719687259,16.590131297299237
9000,1.00459876519661,1.1583541694324664,0.4598765196609955,18.435779191628388
10000,0.9933602911567457,1.2297889619330111,0.6639708843254266,19.57269922514894
