Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
10,1.0056463717302062,-0.0007562602373632874,0.5646371730206212,0.012036255504021726
20,1.0049192439352748,0.004964053804789127,0.4919243935274764,0.079005370080632
30,0.9991134962015666,0.005362633895034332,0.08865037984333579,0.08534896923868582
40,1.0049132582664568,0.01411394962627845,0.49132582664568325,0.22463048495722243
50,0.9950586676181447,0.014362117850999414,0.49413323818553456,0.2285802049254906
60,1.002446174802279,0.021155382113526747,0.24461748022790442,0.33669836363656497
70,1.0015981339774607,0.02397237181430205,0.15981339774606695,0.38153214718829986
80,0.9997528321463047,0.02381755645331241,0.024716785369527372,0.37906818419149413
90,0.9986391983764635,0.028034591474464528,0.13608016235364673,0.4461843810722936
100,1.0006284463564983,0.030852751855907724,0.062844635649828,0.49103679658553623
