Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
1000,1.011247111494088,0.15707870241116212,1.124711149408797,2.499985194319727
2000,1.0026375620638048,0.31016756573782556,0.26375620638048325,4.936470127395533
3000,0.9553733736681801,0.41611272145034,4.46266263318199,6.622639650224256
4000,1.0018474520442806,0.6241017525863362,0.18474520442806064,9.932887891643048
5000,0.9716227162014216,0.8178064210417465,2.83772837985784,13.015793440108578
6000,1.040610552361883,0.9574455917121006,4.0610552361882934,15.238219866252544
7000,0.9955429770097398,1.1116516697994865,0.44570229902601843,17.69248582449477
8000,0.994700879298003,1.2484542897427051,0.5299120701997007,19.869767143683283
9000,0.9869938683025692,1.416044526611519,1.3006131697430812,22.537048604844617
10000,0.0,0.0,0.0,0.0
