Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
100,0.9989581138529943,0.0023187135680976466,0.10418861470057328,0.036903472597698654
200,0.9987022897055682,0.006788129485677391,0.12977102944318197,0.1080364361993402
300,1.0000633027994252,0.012726799567149092,0.006330279942523553,0.2025533060851572
400,0.9969028436805126,0.011702118635031232,0.3097156319487371,0.18624500254130036
500,0.9990577521691925,0.012123695661351049,0.0942247830807541,0.19295460930457847
600,0.9997639201135032,0.021899822623325245,0.023607988649676503,0.34854650233379314
700,0.9979915244281885,0.022787880427057202,0.20084755718114966,0.3626803812553205
800,0.9981760406003832,0.02386327730696213,0.18239593996167702,0.37979585417756756
900,0.9955667062060988,0.02503802500169384,0.44332937939012274,0.39849254442780363
1000,0.9956621592300721,0.035156003517822665,0.43378407699279364,0.5595251739217538
