Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
100.0,0.9992343295686352,0.02003654957985662,0.09555852473905,0.31889159081400253
200.0,1.0021481323551333,0.04372086169143078,0.24837621834482343,0.6958391254428301
300.0,0.9988990651355818,0.063072509577246,0.16677989997837983,1.0038301672429617
400.0,0.9994802368000032,0.08246032313623641,0.15113400422190218,1.3123968036087015
500.0,0.9987626960238487,0.10526084245536653,0.1318036837495295,1.6752783390788828
600.0,1.0001731232620616,0.12545251587927714,0.15417128435680988,1.9966388025501458
700.0,0.9989747131766089,0.147256023127492,0.20016834076832518,2.343652398079482
800.0,0.9991611746829797,0.16964071921338983,0.12200530864841404,2.6999159012475267
900.0,0.9994939652689524,0.18861745434706473,0.14065567311936752,3.001940021274527
1000.0,1.001039083062631,0.20994138645230787,0.17536070908952037,3.3413209413450664
