Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
100,0.9677248491562146,0.0399855283011936,3.2275150843785405,0.6363894481275838
200,0.9935021438655061,0.07863557351409581,0.649785613449394,1.251524022763447
300,1.0754171168974378,0.09272178491040986,7.54171168974378,1.4757130400795242
400,0.9889659934391318,0.12687732765464135,1.103400656086817,2.0193153862526203
500,0.9546107882801091,0.138487586130714,4.538921171989085,2.204098388956774
600,1.2580719886002312,-0.22545698338649256,25.807198860023117,3.5882593360547617
700,1.0370694514937635,0.07096403383594112,3.7069451493763506,1.1294276766730544
800,1.0199870276091538,0.17688395860843753,1.998702760915383,2.8151956366195043
900,1.0464732061280002,0.17366886356551642,4.647320612800021,2.76402580976039
1000,1.0764905340094033,0.21942817111157673,7.649053400940331,3.4923078086021664
