Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
1000,0.9527309013350495,0.29552969272224555,4.726909866495054,4.70350114271743
2000,0.9741219064287739,0.6333741578374833,2.5878093571226057,10.08046280465018
3000,1.0690451449954927,1.024653171166957,6.904514499549275,16.307861714600715
4000,1.000700454996839,1.270105843911618,0.07004549968390172,20.214362330843727
5000,0.0,0.0,0.0,0.0
6000,0.0,0.0,0.0,0.0
7000,0.0,0.0,0.0,0.0
8000,0.0,0.0,0.0,0.0
9000,0.0,0.0,0.0,0.0
10000,0.0,0.0,0.0,0.0
