Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
10,1.0017991290868427,-0.00015173089862275738,0.17991290868426546,0.0024148722535587094
20,1.001009814279137,0.0015826401651906619,0.10098142791370446,0.025188500542586763
30,0.9993656126392276,0.002326736916771428,0.06343873607723705,0.03703116815785687
40,1.0004087989899246,0.00821092024450729,0.040879898992463026,0.1306808544246649
50,1.0004102640657788,0.010938768829415137,0.041026406577882035,0.17409591305409647
60,1.0009377541863853,0.013788934759161963,0.0937754186385309,0.21945771268922798
70,0.9987268792890076,0.016245202227776874,0.12731207109923925,0.258550423607816
80,0.9999114422647402,0.015690244971695768,0.008855773525984212,0.24971800455681367
90,0.9968919619203734,0.0206349092559307,0.3108038079626563,0.32841478083340747
100,1.0011423504805943,0.02069109195951302,0.11423504805943008,0.32930895633254675
