Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
1000,0.9907261641861742,0.018354755052549333,0.9273835813825793,0.29212499958541677
2000,1.0260389711198905,0.08928980692008742,2.603897111989051,1.4210914139052837
3000,0.9855302726750311,0.09612193070296415,1.4469727324968873,1.5298280410913367
4000,0.9911464014162282,0.0639896734757184,0.8853598583771771,1.0184272840496928
5000,1.0077332890421904,0.15175389882087933,0.7733289042190394,2.415238313081029
6000,1.0181645819924927,0.2099712733992765,1.8164581992492712,3.341796606879465
7000,1.0019916326591802,0.21217897363725638,0.19916326591802314,3.37693324745343
8000,0.9986592543655082,0.1999640030732641,0.13407456344918245,3.182525952955293
9000,0.9865109916104464,0.24998696474211138,1.348900838955358,3.9786661147246383
10000,0.9680127359675976,0.3199424298112548,3.1987264032402374,5.092041920929298
