Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
100,0.9836783082524834,0.00728345970843571,1.6321691747516631,0.1159198615408198
200,0.9960198902930654,0.016963513042954795,0.39801097069346314,0.2699826952990095
300,0.9421377209588578,0.02196854716161881,5.786227904114217,0.34964028733190605
400,1.0160084067940331,0.07569335700920539,1.6008406794033148,1.2046971927234602
500,1.2334378925890552,0.16519330286203057,23.343789258905524,2.629133071616871
600,0.9727437689618487,0.11876933006786729,2.7256231038151335,1.8902725968013951
700,0.7030815568580786,-0.21910477505010173,29.69184431419214,3.487160800426147
800,1.0121316830928266,0.1240779035595953,1.213168309282664,1.974761167998907
900,1.0095376661392679,0.12225140611397375,0.9537666139267875,1.9456915582973677
1000,1.0115284495459114,0.07368544097003965,1.1528449545911368,1.1727402164287875
