Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
100,0.9647718276540858,0.05637862394258457,3.5228172345914244,0.8972936685181416
200,1.0480725783565956,0.029031332144760003,4.807257835659562,0.462048001538119
300,1.0768678374405276,0.23602616280345004,7.686783744052761,3.756473050918151
400,2.9431567991627574,1.5233380182372602,194.31567991627574,24.244677560227178
500,1.1049085046688853,0.03327713034155647,10.490850466888535,0.5296219785772004
600,1.5243903794095857,-0.7802072806895483,52.43903794095856,12.417384535802748
700,1.058535165278623,0.40648271784825063,5.853516527862301,6.469373382697728
800,0.7567565390314226,0.515332560653139,24.32434609685774,8.201772436415105
900,1.0453922370009205,0.20910074682893023,4.539223700092054,3.32794174620312
1000,1.0692865685643056,0.20461223864297717,6.9286568564305595,3.256504919712834
