Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
1000,1.0205212381757116,0.29190696213223977,2.052123817571161,4.645843594628467
2000,1.000929156759687,0.6178050303118956,0.09291567596869665,9.832672444117643
3000,0.972260903715404,1.0156515335501282,2.773909628459603,16.164596202336686
4000,1.0054950075361462,1.2255356210387176,0.5495007536146179,19.505005202350773
5000,0.0,0.0,0.0,0.0
6000,0.0,0.0,0.0,0.0
7000,0.0,0.0,0.0,0.0
8000,0.0,0.0,0.0,0.0
9000,0.0,0.0,0.0,0.0
10000,0.0,0.0,0.0,0.0
