Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
41.0,1.0008194169042126,0.12405554901464513,0.2582483570942683,1.9744053843659686
82.0,0.9994438876228727,0.2518786891479782,0.26505863342963787,4.008773843740767
123.0,1.000500310891591,0.37752217687626427,0.3593870405699895,6.008452057667028
164.0,1.0031150060941312,0.5052581023736273,0.3115006094131134,8.04143245299937
205.0,0.9979735724420937,0.6359779420998402,0.20349804214237377,10.121903318260077
246.0,0.9971012235286093,0.7524462540676768,0.3914688304481405,11.975554074585094
287.0,1.004360724552713,0.8804670889788466,0.7425273079693384,14.01306894407151
328.0,0.9965035795640077,1.007529783085677,0.4457938026914209,16.035334529039062
369.0,0.9981351142050059,1.1345259067636422,0.32901727485345583,18.05654061272484
410.0,1.0006010869909248,1.26098545697763,0.48893843622803235,20.069206864498234
