Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
1000,0.9597085602265109,0.2985866416832179,4.029143977348914,4.75215399650927
2000,1.0195900782528506,0.6356937930876675,1.959007825285064,10.117380946273881
3000,0.8986309469455995,0.9123462323634898,10.136905305440047,14.520441269191634
4000,0.998580686669097,1.242136697823522,0.14193133309029493,19.769219545445743
5000,0.0,0.0,0.0,0.0
6000,0.0,0.0,0.0,0.0
7000,0.0,0.0,0.0,0.0
8000,0.0,0.0,0.0,0.0
9000,0.0,0.0,0.0,0.0
10000,0.0,0.0,0.0,0.0
