Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
100,0.9739484281915919,0.09611431782467594,2.6051571808408114,1.529706878370264
200,1.0049558314295406,-0.06670766967901305,0.49558314295405914,1.0616855371556275
300,1.2870959897293865,0.032613052406440975,28.709598972938654,0.5190528499800113
400,1.144105489407485,-0.12602293359172578,14.410548940748491,2.005717282406482
500,0.8367147846669462,0.2116638476858818,16.328521533305384,3.3687347633058127
600,0.7329091178269089,-0.7767611729786067,26.70908821730911,12.362538028140403
700,1.0655160810921311,0.1418581145377824,6.551608109213114,2.257742014638433
800,1.0203545221232728,0.14963741225609334,2.0354522123272822,2.381553383203702
900,0.9456036221333928,0.39643162568407775,5.439637786660723,6.309405282557695
1000,1.2246133454282262,0.3912050545991028,22.46133454282262,6.2262218201982025
