Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
1000.0,0.9996143496039627,0.31516891988460666,0.22258553813188753,5.01606915085687
2000.0,1.0014951391936742,0.6298103668698134,0.23766248244446952,10.023743309785088
3000.0,0.999098610343254,0.9439963919469605,0.5038337611524346,15.02416920392731
4000.0,1.000773523178638,1.2592366470490988,0.620249721197974,20.04137369003284
5000.0,1.0148096522920822,-1.5566012404000797,9.689444232070684,24.77407818326484
6000.0,1.0088180619408766,0.13513275835806188,1.806044186762286,20.357701443612193
7000.0,1.0060942930488497,1.5010756729068504,0.7919660470405686,23.89036132981182
8000.0,1.0022833712905261,-1.8205520820249377,0.3799611043024598,28.974986301051054
9000.0,1.00402176121703,-2.1355306391483477,0.4363521455654662,33.98802573446541
10000.0,1.0002200770109742,-2.4534211621444717,0.3033102752115901,39.04741054415551
