Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
100.0,0.9990070737376004,0.01998781653404854,0.18664471942734018,0.3181159803007748
200.0,1.0017193455739104,0.044055339253329794,0.17193455739105354,0.7011625011757853
300.0,0.9997824468243781,0.06366834012271604,0.2786081417681108,1.0133131048986315
400.0,0.9990502777985595,0.08283040234211941,0.2766817203997584,1.3182867971038819
500.0,0.999061222826513,0.10486433168767369,0.09460911013757341,1.6689676742121347
600.0,1.000230442202085,0.12491369905875407,0.14708348769752794,1.9880632665094151
700.0,0.9981194601130128,0.1466721774591172,0.2557579252838814,2.3343602056670174
800.0,0.9999809209094772,0.16867552337707253,0.10612220267796953,2.6845543324073637
900.0,0.999164804828767,0.18804373361639323,0.11846104191330693,2.9928089722504603
1000.0,1.0002485219682533,0.21048713402928104,0.08424550312643882,3.350006783800638
