Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
100,1.0004491122518675,0.0019627032816057917,0.04491122518675006,0.031237392909024605
200,1.0009656083861291,0.006463226547397972,0.09656083861291354,0.10286544533411515
300,1.0000630284031629,0.009398464697474516,0.006302840316285696,0.1495812114077744
400,1.0001855892341633,0.01211043788006203,0.01855892341633414,0.1927436051619206
500,0.9998265804949944,0.016716005349625408,0.017341950500560088,0.266043488014345
600,1.0023076817223677,0.017170071381669,0.2307681722367727,0.27327017336333104
700,0.9994604243571422,0.02241485395108504,0.05395756428577814,0.3567434804998085
800,0.9984977116085302,0.023313373553400397,0.15022883914698193,0.3710438641171538
900,0.9986890895179663,0.025651719794501145,0.13109104820336892,0.4082598004103075
1000,0.9996731695561495,0.02927226813248668,0.03268304438505121,0.46588261687966187
