Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
1000,1.0337269336671946,0.316758694257656,3.372693366719459,5.041371195844032
2000,0.9838797148974641,0.5936381816363706,1.6120285102535936,9.44804510155128
3000,0.9937047041598901,0.952759817881232,0.6295295840109905,15.163643459513205
4000,0.9658961784475462,1.2585142846020962,3.410382155245384,20.0298769346184
5000,0.0,0.0,0.0,0.0
6000,0.0,0.0,0.0,0.0
7000,0.0,0.0,0.0,0.0
8000,0.0,0.0,0.0,0.0
9000,0.0,0.0,0.0,0.0
10000,0.0,0.0,0.0,0.0
