Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
41.0,0.9997480907704036,0.12374850325121586,0.25042319101876925,1.9695185992654494
82.0,1.0007522710013768,0.25069615710813264,0.17670781140714403,3.98995326179017
123.0,1.0017892246604791,0.3753592799808049,0.3016723001497357,5.9740284844359826
164.0,1.0026016901742811,0.5065588460747091,0.2601690174281223,8.06213443197165
205.0,0.9968987946793064,0.6335229137074224,0.43179780297835535,10.082830327851653
246.0,0.9965051688029807,0.7542026239964146,0.3494831197019366,12.003507570190752
287.0,1.0006082021337832,0.8833984437128617,0.49476982912590284,14.059722903658946
328.0,1.0009556250205789,1.0081439946624255,0.49568003814790984,16.04511000989344
369.0,0.9959518170885702,1.1301374835153073,0.4048182911429832,17.98669668748965
410.0,1.0040100589390106,1.258253441806089,0.5361134674826195,20.02572549258295
