Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
1000,0.9850970438829917,0.31766792595423526,1.4902956117008315,5.055842067736674
2000,0.9847316464791369,0.6445856049587825,1.5268353520863087,10.258898527506997
3000,0.9548887559160297,1.0450745644613346,4.511124408397027,16.6328782833631
4000,1.031714125123434,1.2818988267933225,3.171412512343408,20.402053482785863
5000,0.0,0.0,0.0,0.0
6000,0.0,0.0,0.0,0.0
7000,0.0,0.0,0.0,0.0
8000,0.0,0.0,0.0,0.0
9000,0.0,0.0,0.0,0.0
10000,0.0,0.0,0.0,0.0
