Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
10,0.9985011627156571,0.0004024055949915271,0.14988372843428577,0.006404483957073678
20,0.9954024974359628,0.01088456955868813,0.4597502564037237,0.1732333048692786
30,0.9976875359247588,0.010285180508486058,0.23124640752412162,0.16369373185179698
40,1.0023898292850695,0.01869398378429664,0.2389829285069478,0.29752399253505457
50,0.999565913134787,0.015506888928598068,0.0434086865212957,0.24679980249633676
60,1.0037365780022744,0.014614583591804689,0.3736578002274449,0.23259832198654226
70,1.0040263545657018,0.024441507996716478,0.4026354565701773,0.3889986814297516
80,0.9979741293446095,0.025542921550407147,0.20258706553905048,0.4065282225755797
90,0.9989957618990157,0.026343503381524122,0.10042381009842671,0.4192698781527624
100,1.003711127704016,0.02904583176628738,0.37111277040160484,0.46227877018202335
