Frequency,Magnitude,Phase,Magnitude Error (%),Phase Error (%)
100,1.0003248903775004,0.0062420828557496035,0.03248903775003864,0.09934583416817237
200,1.0002782285504366,0.006593977437069665,0.027822855043657668,0.10494641037460645
300,1.000366935239221,0.009527639291139638,0.036693523922104454,0.1516370889181435
400,1.0008981627368756,0.011546637739370454,0.08981627368755962,0.18377044723122357
500,1.0004751831892897,0.016823567159790102,0.04751831892897407,0.2677553873919073
600,1.0022869346506111,0.016798322689465024,0.22869346506111388,0.26735360916811
700,1.000816784105367,0.022728426524086073,0.08167841053670077,0.3617341430009244
800,1.0021308290342166,0.02640247682132678,0.21308290342165748,0.4202084695983349
900,1.0002983001084307,0.02995244040580532,0.029830010843068244,0.47670789482493325
1000,0.997105013090425,0.03042577200185489,0.28949869095750147,0.4842412011482198
