Voltage,Current
974,1339
1707,1956
2045,1918
1718,1322
1024,697
443,570
751,1133
1477,1832
2014,2021
1885,1563
1234,848
652,496
620,907
1245,1623
1896,2029
2014,1767
1479,1072
789,566
555,685
1009,1383
1708,1964
2062,1914
1688,1288
969,640
517,581
842,1155
1522,1840
2019,2016
1877,1539
1208,817
606,521
646,924
1269,1644
1900,2035
1991,1738
1416,1012
750,523
562,730
1035,1415
1745,1981
2049,1882
1651,1243
909,631
502,602
818,1201
1544,1864
2023,1997
1831,1455
1109,760
596,540
613,967
1311,1674
1944,2042
1947,1668
1387,976
713,493
562,762
1055,1481
1804,1977
2040,1865
1612,1211
904,650
536,629
846,1245
1606,1888
2031,1992
1806,1456
1105,752
581,520
713,1036
1398,1726
1955,2056
1987,1659
1343,915
700,518
592,738
1091,1504
1818,2005
2018,1842
1581,1175
857,617
532,646
905,1270
1624,1914
2031,1976
1802,1415
1061,713
589,555
717,1025
1352,1750
1970,2030
1951,1646
1295,880
667,525
597,838
1148,1533
1852,2021
2052,1815
1546,1130
844,590
535,652
931,1297
1649,1918
2037,1949
1745,1373
1017,742
565,552
700,1074
1433,1785
1990,2035
1903,1588
1262,860
665,508
605,855
1182,1594
1867,2027
2023,1784
1501,1089
791,573
531,673
948,1348
1688,1945
2049,1923
1715,1323
1038,689
559,572
786,1114
1479,1807
2009,2028
1898,1556
1260,853
635,517
635,892
1240,1595
1898,2023
2001,1773
1490,1069
778,556
550,705
974,1382
1709,2008
2075,1936
1688,1305
943,647
543,598
828,1132
1498,1819
1992,2012
1835,1504
1203,802
625,536
637,909
1278,1654
1912,2056
1986,1659
1401,998
737,535
552,751
1041,1426
1738,1970
2039,1888
1636,1241
919,622
533,633
822,1174
1540,1892
2027,2019
1851,1476
1152,778
585,532
659,959
1291,1696
1937,2034
1962,1672
1394,985
716,533
558,752
1099,1478
1788,1995
2040,1870
1597,1215
908,618
535,611
900,1234
1608,1889
2038,1989
1779,1432
1130,764
591,540
693,1033
1327,1716
1949,2030
1949,1645
1362,959
683,526
591,822
1119,1500
1806,2000
2038,1850
1624,1185
852,598
539,632
901,1257
1606,1902
2045,1986
1839,1400
1015,724
576,546
738,1022
1376,1730
1962,2064
1932,1652
1322,929
675,519
609,933
1132,1522
1830,2011
2022,1815
1529,1123
824,581
535,613
874,1297
1638,1945
2046,1970
1747,1354
1031,686
557,570
735,1062
1411,1787
1964,2023
1910,1595
1286,893
655,520
623,844
1178,1582
1883,2023
2007,1789
1515,1087
796,563
539,700
975,1393
1642,1945
2048,1997
1702,1333
1011,674
543,576
771,1153
1493,1798
2000,2060
1890,1577
1260,855
614,524
635,907
1209,1597
1881,2029
2006,1768
1502,1044
757,548
572,705
1000,1293
1718,1967
2063,1922
1689,1257
948,647
531,620
800,1149
1507,1815
2014,2177
1847,1507
1174,783
632,522
626,944
1230,1634
1905,2035
1975,1729
1417,1004
747,534
554,726
923,1408
1735,1979
2035,1894
1650,1280
924,638
532,633
822,1185
1547,1873
2031,2018
1806,1486
1154,778
591,534
661,945
1332,1688
1932,2038
1962,1763
1438,1011
726,542
563,768
1091,1452
1747,1997
2035,1890
1618,1223
875,624
533,634
870,1234
1590,1893
2084,1987
1818,1472
1139,814
571,545
698,998
1329,1717
1954,2057
1962,1671
1393,945
637,528
571,798
1109,1479
1797,2008
2030,1842
1567,1136
819,596
559,635
887,1267
1607,1909
2038,1985
1766,1387
1026,718
583,549
709,1033
1376,1739
1938,2028
1931,1638
1295,907
659,531
594,871
1140,1527
1837,2021
2010,1811
1535,1133
843,594
535,667
921,1284
1676,1935
2053,1956
1765,1365
1005,704
568,563
770,1088
1439,1826
1940,2028
1911,1610
1282,887
659,543
557,857
1243,1564
1864,2022
2014,1817
1520,1108
813,566
543,683
974,1307
1676,1936
2054,1940
1708,1352
1000,657
560,582
765,1098
1528,1789
1988,2021
1896,1556
1283,824
617,513
637,893
1230,1635
1883,2022
2007,1712
1442,1028
744,540
559,707
1017,1379
1711,1956
2067,1892
1675,1271
964,667
516,592
790,1139
1545,1834
2005,2018
1858,1510
1194,804
617,522
635,926
1262,1635
1929,2043
1977,1720
1432,1017
737,534
586,731
1018,1405
1780,1983
2040,1895
1646,1262
1031,642
548,596
814,1210
1552,1865
1988,1999
1842,1504
1170,785
602,531
673,966
1314,1683
1927,2036
1975,1741
1410,997
713,556
568,762
1085,1451
1758,1993
2037,1862
1615,1237
917,609
531,620
852,1198
1559,1869
2028,2004
1831,1468
1105,769
576,518
696,983
1340,1699
1936,2042
1945,1673
1338,924
683,519
587,778
1113,1508
1835,2002
2029,1831
1568,1156
878,594
553,646
826,1266
1609,1899
2056,1972
1779,1426
1073,726
565,556
706,1023
1368,1726
1981,1996
1926,1628
1312,894
670,509
596,814
1130,1556
1831,2010
2044,1824
1546,1144
843,584
534,668
905,1318
1656,1918
2026,1961
1741,1372
1052,704
565,549
745,1076
1408,1769
1978,2025
1922,1611
1283,907
688,518
614,857
1187,1553
1858,2012
2014,1798
1520,1103
787,553
555,715
953,1347
1688,1945
2043,1939
1728,1335
948,648
557,576
770,1095
1494,1811
1996,2019
1899,1579
1222,877
624,516
626,881
1231,1607
1856,2016
2003,1751
1474,1056
780,530
539,701
1000,1365
1714,1958
2065,1906
1674,1239
965,652
557,561
783,1142
1489,1838
2017,2011
1818,1532
1196,813
635,527
635,898
1257,1664
1921,2045
1987,1712
1433,1040
753,537
557,720
1049,1434
1750,1977
2025,1901
1653,1327
948,644
542,591
841,1184
1537,1867
2018,2003
1845,1489
1167,800
599,532
665,952
1318,1665
1923,2010
1971,1713
1416,994
719,531
575,761
1069,1464
1763,1996
2040,1891
1630,1231
882,561
535,622
875,1220
1571,1905
2012,1995
1825,1454
1100,730
584,539
687,1010
1335,1701
1946,2040
1960,1660
1360,928
703,530
574,774
1095,1489
1778,1997
2025,1854
1588,1182
890,610
541,637
874,1262
1594,1907
2033,1972
1770,1409
1087,684
585,544
709,1013
1388,1749
1965,2017
1928,1641
1321,899
690,524
587,815
1156,1532
1845,2094
2031,1844
1546,1135
846,622
535,661
931,1305
1634,1917
2053,1958
1771,1382
1049,708
533,555
787,1095
1423,1794
1983,2025
1920,1602
1279,907
648,494
597,858
1186,1583
1848,2023
2017,1806
1527,1084
791,552
527,698
953,1327
1657,2014
2049,1956
1762,1338
1009,686
570,568
764,1097
1460,1782
1996,2030
1910,1552
1234,825
626,527
609,885
1210,1597
1880,2014
2001,1768
1463,1053
783,564
543,701
979,1354
1661,1969
2053,1918
1684,1297
958,676
550,596
774,1167
1511,1818
2023,2023
1858,1550
1208,806
620,527
634,900
1271,1651
1911,2114
1986,1743
1449,1020
753,551
556,736
1035,1413
1742,1962
2055,1906
1679,1279
952,646
539,600
818,1196
1535,1860
2021,2011
1857,1502
1169,793
596,570
651,947
1298,1669
1949,2037
1987,1722
1429,981
703,534
579,762
1064,1450
1766,2000
2036,1893
1643,1189
909,622
535,620
857,1193
1555,1868
2001,1995
1828,1450
1126,765
583,564
669,999
1347,1683
1957,2033
1953,1648
1351,941
710,527
533,778
1064,1478
1782,2004
2028,1849
1589,1180
874,630
534,637
870,1224
1597,1912
2036,1925
1767,1434
1104,723
571,547
695,1024
1387,1737
1962,2114
1944,1652
1312,916
696,587
639,767
1187,1552
1841,1990
2031,1830
1547,1151
831,577
534,650
955,1310
1657,1929
2028,1961
1772,1395
1054,687
569,564
741,1072
1432,1764
1979,2025
1987,1602
1292,841
637,518
609,868
1179,1568
1962,2034
2014,1798
1495,1076
793,556
562,684
953,1352
1685,1950
2049,1945
1706,1322
1004,643
552,570
791,1091
1442,1785
2001,2021
1863,1557
1234,834
638,536
615,864
1218,1599
1884,2023
1988,1751
1470,1057
790,577
551,696
997,1348
1690,1954
2043,1893
1693,1297
987,667
557,582
780,1151
1485,1828
2012,1982
1898,1536
1207,829
620,503
649,922
1244,1639
1905,2003
2011,1753
1440,1022
755,537
562,744
1046,1425
1720,1974
2046,1907
1662,1270
939,616
540,585
829,1184
1538,1867
2026,2007
1846,1510
1179,791
604,536
665,943
1286,1661
1918,2037
1988,1724
1385,980
714,525
566,757
1076,1451
1770,1992
2038,1867
1589,1210
905,615
517,618
844,1208
1532,1854
2023,1994
1817,1452
1129,752
599,530
672,967
1320,1688
1949,2036
1938,1685
1365,962
693,543
574,757
1069,1494
1809,2005
2046,1865
1561,1206
893,603
542,626
856,1347
1679,1904
2023,1975
1781,1418
1088,688
568,531
724,1030
1397,1742
1973,2001
1937,1647
1326,929
690,526
602,830
1144,1541
1820,1966
2036,1833
1511,1143
838,581
535,650
914,1284
1635,1919
2023,1958
1780,1374
1031,696
567,563
739,1090
1414,1766
1980,1982
1921,1629
1300,876
656,526
618,844
1182,1537
1845,2021
2017,1789
1501,1061
803,574
526,700
865,1347
1666,1935
2043,1944
1724,1321
1023,671
550,544
751,1089
1444,1764
1989,2022
1887,1674
1247,858
678,518
613,869
1194,1612
1883,2027
2005,1764
1483,1073
777,535
563,686
1017,1379
1707,1958
2043,1923
1708,1314
974,664
543,603
797,1198
1523,1854
2006,2016
1866,1532
1221,846
615,531
651,917
1274,1625
1896,2031
1979,1759
1431,1063
761,547
557,731
1005,1422
1731,1971
2039,1912
1678,1275
922,648
531,601
807,1175
1536,1854
2001,1993
1845,1466
1140,749
576,540
641,933
1262,1645
1905,2034
1992,1689
1386,964
713,527
557,722
1041,1425
1746,1959
2027,1867
1589,1217
897,613
534,607
820,1169
1544,1889
2024,1980
1806,1474
1105,748
586,520
671,965
1300,1709
1962,2051
1940,1647
1326,928
691,518
570,774
1113,1490
1788,1995
2022,1845
1582,1169
857,604
531,624
887,1258
1617,1888
2025,1975
1798,1442
1187,734
557,544
711,1025
1373,1727
1961,2025
1944,1633
1319,921
650,515
600,801
1135,1514
1832,1986
2018,1830
1570,1147
800,570
526,644
917,1271
1623,1901
2017,1970
1765,1350
1020,689
531,544
718,1040
1396,1742
1963,2008
1901,1573
1264,813
652,520
605,821
1153,1529
1858,2010
2010,1789
1524,1100
806,550
539,611
935,1307
1641,1922
2014,1935
1723,1328
1012,679
539,555
726,1067
1429,1772
1976,2010
1892,1584
1243,851
630,514
614,796
1226,1660
1858,2024
2000,1738
1450,1065
739,547
549,696
1007,1370
1701,1947
2059,1918
1683,1356
987,661
539,563
781,1141
1499,1808
1988,2011
1881,1539
1212,775
593,517
645,891
1240,1612
1902,2019
1986,1756
1443,960
734,543
542,720
1033,1393
1712,1974
2036,1905
1675,1238
919,637
476,575
791,1145
1466,1841
2012,2004
1856,1487
1157,785
609,522
644,778
1221,1635
1905,2046
1955,1712
1401,988
722,531
552,735
1039,1435
1744,1982
2036,1857
1615,1208
896,598
530,613
849,1189
1591,1869
2029,1976
1801,1451
1118,778
569,517
661,1001
1352,1746
1962,2023
1948,1669
1371,958
703,521
565,772
1079,1481
1805,1985
2026,1890
1598,1209
692,576
567,630
861,1250
1595,1918
2040,1972
1786,1331
1096,731
570,531
699,1016
1401,1717
1951,2068
1942,1656
1334,796
663,493
601,802
1128,1518
1806,2016
2019,1833
1517,1125
830,594
504,649
889,1266
1629,1896
2025,1976
1749,1369
1044,701
557,534
705,1019
1388,1729
1948,2039
1912,1601
1281,890
643,515
614,819
1160,1531
1853,2009
1975,1793
1496,1115
787,554
529,657
956,1297
1676,1946
2042,1925
1705,1318
1015,673
559,577
739,1095
1450,1792
1988,1996
1890,1555
1244,842
688,518
604,871
1225,1597
1874,2013
1989,1765
1485,1117
774,555
535,695
985,1380
1679,1936
2030,1919
1692,1297
1000,641
524,570
774,1129
1509,1798
1977,2014
1892,1545
1226,799
616,515
597,887
1234,1608
1947,1996
1987,1753
1432,1024
757,563
549,712
997,1377
1718,1983
2031,1902
1675,1255
929,671
557,581
791,1160
1507,1837
2015,1990
1831,1454
1157,778
587,523
648,921
1261,1600
1932,2007
1936,1727
1390,987
713,519
555,737
1039,1452
1768,1989
2042,1869
1625,1203
916,609
524,598
826,1213
1577,1867
2022,1991
1818,1462
1115,736
592,519
676,978
1348,1686
1931,2025
1949,1699
1366,960
687,543
569,765
1095,1474
1782,1969
2010,1858
1596,1175
888,596
497,618
857,1241
1583,1883
2007,1965
1791,1439
1069,695
565,529
700,1009
1353,1716
1941,2013
1936,1656
1301,908
667,507
588,792
1113,1485
1809,1994
2025,1815
1548,1139
818,590
531,649
885,1257
1604,1892
2029,1949
1760,1370
1056,679
563,534
717,1037
1414,1747
2001,1991
1910,1595
1267,890
643,496
596,790
1156,1563
1856,2006
2001,1792
1511,1099
805,566
478,671
921,1331
1675,1927
2032,1944
1730,1343
1022,676
542,547
780,1092
1441,1766
1986,2007
1884,1574
1248,830
635,432
635,868
1208,1589
1850,2021
1996,1712
1497,1079
791,544
531,701
994,1348
1680,1936
2027,1927
1708,1347
966,649
534,566
761,1101
1481,1813
1988,2026
1875,1535
1187,821
609,510
605,882
1226,1624
1884,1961
1940,1722
1397,1011
737,534
480,714
1006,1396
1726,1958
2028,1893
1640,1255
922,576
528,587
791,1140
1500,1844
2018,1974
1903,1491
1165,792
575,495
639,907
1261,1655
1940,2018
1970,1704
1425,971
721,503
563,729
1069,1455
1770,1973
2028,1878
1623,1253
893,620
531,595
844,1215
1558,1868
2023,1991
1823,1487
1150,769
583,482
677,978
1305,1688
1929,2025
1978,1682
1376,941
686,542
557,765
1118,1475
1784,1982
2029,1855
1604,1207
864,585
534,609
870,1207
1570,1875
2004,1978
1810,1401
1086,728
570,538
667,988
1346,1711
1941,2012
1927,1635
1329,918
661,514
570,812
1116,1504
1797,1958
2006,1761
1555,1143
839,621
513,641
896,1276
1605,1915
2014,1956
1747,1387
1046,702
527,530
712,1024
1390,1750
1914,2014
1915,1608
1278,902
651,530
558,808
1158,1558
1845,2023
2014,1802
1527,1111
813,405
526,592
983,1322
1659,1914
2036,1939
1730,1348
1032,688
549,504
750,1082
1416,1785
1978,2014
1890,1591
1261,871
626,514
618,866
1192,1565
1876,2004
1993,1776
1494,1070
763,546
505,675
968,1343
1672,1944
2032,1902
1705,1272
1000,641
532,576
796,1138
1472,1808
1989,1946
1851,1517
1195,782
609,513
626,916
1234,1613
1884,2036
1980,1738
1417,1019
744,448
555,705
978,1382
1711,1969
2036,1892
1653,1271
927,631
527,543
804,1130
1478,1826
2014,1990
1836,1484
1160,791
590,487
635,920
1284,1661
1910,2026
1990,1711
1407,1006
710,524
635,752
1056,1428
1753,1976
2023,1884
1634,1228
907,610
526,605
855,1207
1545,1858
2015,1945
1821,1474
1130,775
563,538
675,957
1308,1678
1925,2025
1940,1686
1390,939
693,523
548,763
1073,1403
1760,1980
2027,1885
1586,1151
858,607
522,622
847,1211
1575,1880
2023,1977
1769,1439
1088,722
589,520
692,1009
1348,1708
1935,2016
1929,1608
1318,907
672,505
596,786
1115,1497
1799,1992
2011,1820
1555,1138
841,575
530,716
921,1246
1601,1905
2028,1963
1778,1401
1064,708
558,533
704,999
1390,1753
1962,2008
1918,1612
1292,882
651,516
587,830
1155,1571
1853,2011
2010,1815
1546,1125
826,581
529,657
935,1305
1641,1933
2026,1947
1734,1357
1026,674
543,554
737,1063
1431,1769
1957,2010
1893,1635
1261,834
583,529
625,863
1196,1581
1861,2020
1996,1779
1468,1134
752,542
543,658
909,1335
1685,1935
2037,1912
1685,1296
986,643
532,628
770,1104
1464,1758
1975,2006
1862,1520
1195,830
609,513
635,887
1219,1605
1906,2017
1971,1729
1446,1024
766,538
542,701
996,1378
1705,1959
2040,1893
1665,1295
940,633
498,616
818,1110
1535,1834
2016,1995
1847,1521
1174,789
597,487
647,945
1284,1644
1910,2006
1973,1717
1414,990
716,534
534,751
1043,1426
1736,1983
2032,1928
1671,1241
931,597
526,597
826,1219
1531,1849
2019,2027
1838,1489
1141,757
584,507
649,950
1286,1671
1924,2012
1962,1662
1359,933
698,535
578,768
1073,1438
1757,1986
2023,1849
1576,1181
869,597
523,637
844,1192
1567,1863
2014,1961
1766,1307
1093,738
569,544
674,995
1308,1695
1965,2025
1936,1641
1359,929
678,527
557,783
1113,1519
1825,1999
2036,1860
1559,1134
839,589
531,629
882,1276
1622,1895
2027,1965
1780,1369
1069,718
560,525
713,1039
1390,1764
1841,2023
1919,1608
1300,907
661,516
596,832
1157,1531
1829,2009
2014,1792
1531,1078
815,603
530,671
945,1310
1624,1911
2036,1935
1731,1361
991,666
503,572
751,1089
1441,1781
1975,2014
1900,1556
1231,842
633,515
609,843
1181,1575
1854,1999
2005,1755
1442,1060
770,544
531,663
974,1352
1674,1939
2023,1922
1684,1313
978,655
539,570
770,1094
1454,1811
2005,2001
1867,1548
1208,825
617,518
615,881
1236,1647
1889,2011
1987,1742
1438,1057
758,568
537,705
1014,1412
1714,1961
2062,1905
1662,1275
957,622
530,578
815,1150
1505,1815
1991,1996
1856,1530
1180,807
609,517
644,912
1223,1632
1902,2017
1982,1698
1433,1030
727,514
565,727
1026,1387
1731,1971
2023,1888
1638,1221
884,622
534,590
831,1184
1522,1851
2010,1992
1799,1392
1118,774
583,518
661,942
1300,1664
1918,2030
1960,1690
1364,998
704,528
559,753
1065,1451
1780,1974
1991,1854
1598,1202
872,609
530,611
871,1206
1560,1907
2024,1957
1792,1425
1096,749
575,530
675,1001
1297,1691
1942,2030
1949,1648
1344,933
687,522
565,804
1119,1532
1823,1999
2023,1832
1583,1178
861,596
521,633
891,1270
1617,1893
2030,1974
1776,1408
1052,705
557,534
713,1040
1394,1789
1962,2012
1876,1608
1305,898
644,513
597,855
1163,1539
1871,2006
2005,1806
1544,1094
805,566
558,657
926,1299
1662,1917
2018,1952
1731,1344
1013,678
583,545
726,1048
1421,1767
2007,2008
1883,1563
1230,848
631,504
596,846
1183,1556
1855,2014
1976,1765
1482,1071
792,556
542,674
958,1340
1651,1948
2040,1905
1697,1310
992,669
531,546
765,1091
1509,1851
1994,2010
1889,1543
1225,835
635,518
613,858
1235,1612
1874,2024
1988,1755
1431,1051
765,545
534,705
997,1382
1711,1952
2014,1920
1675,1262
958,653
572,564
778,1137
1492,1808
2001,1998
1847,1517
1186,792
596,514
592,934
1288,1711
1927,2024
1978,1742
1424,994
709,567
505,749
1036,1382
1736,1951
2023,1893
1655,1203
894,621
524,584
807,1172
1509,1844
1997,1996
1830,1466
1179,740
578,518
659,977
1305,1635
1921,2023
1960,1697
1361,960
639,513
557,754
1052,1463
1758,1978
2041,1860
1598,1255
883,603
523,597
777,1194
1624,1879
2015,1961
1791,1441
1108,751
566,511
669,996
1338,1714
1937,2028
1953,1658
1356,931
681,521
581,808
1121,1510
1820,1990
2023,1834
1554,1162
846,589
537,641
868,1267
1614,1899
2033,1965
1776,1404
1088,693
572,524
676,1041
1386,1762
1998,2023
1934,1627
1308,881
663,509
583,836
1156,1521
1830,2031
2011,1867
1530,1112
740,570
530,621
913,1292
1624,1911
2026,1946
1726,1358
1018,675
542,511
722,1064
1422,1769
1973,1992
1888,1568
1244,861
635,514
606,844
1170,1552
1876,1998
1992,1771
1473,1090
762,555
570,691
969,1320
1678,1959
2032,1918
1718,1320
996,661
530,544
749,1117
1469,1798
1991,2027
1883,1556
1218,831
618,513
597,889
1233,1608
1883,2020
1990,1751
1451,1036
755,542
549,700
1042,1395
1707,1958
2027,1907
1666,1297
960,624
537,543
804,1151
1500,1830
2000,1954
1853,1511
1195,804
587,445
647,910
1260,1629
1905,2026
1984,1736
1407,1004
737,530
552,736
1026,1422
1728,1943
2048,1877
1627,1217
900,622
524,600
806,1175
1524,1849
2023,1985
1827,1465
1152,774
586,526
640,936
1296,1644
1936,2064
1954,1677
1387,986
706,516
536,743
1055,1468
1771,1979
2039,1859
1602,1201
896,597
526,613
848,1232
1578,1888
2018,1969
1806,1437
1101,730
579,525
705,1024
1635,1727
1937,2038
1949,1648
1341,936
678,500
591,778
1121,1509
1805,1997
2020,1824
1571,1170
848,576
528,629
921,1263
1603,1891
2014,1969
1769,1362
1046,702
553,724
713,1030
1391,1733
1952,2019
1900,1644
1287,881
641,518
583,806
1117,1523
1822,2039
1994,1819
1487,1114
818,587
526,644
892,1286
1635,1869
2032,1936
1728,1352
1015,628
561,549
722,1044
1421,1651
1999,2003
1898,1592
1260,855
648,514
561,840
1157,1577
1854,2015
2001,1793
1502,1095
791,574
581,661
948,1335
1666,1932
2025,1932
1715,1335
1052,667
539,562
768,1112
1467,1802
2014,2015
1867,1561
1232,840
623,517
610,897
1224,1601
1879,1988
1996,1759
1468,1065
777,511
531,700
986,1363
1674,1961
2033,1920
1679,1292
958,661
531,630
791,1124
1485,1843
2001,1999
1860,1490
1128,817
626,511
652,907
1261,1633
1898,2029
1975,1794
1416,990
702,534
552,715
1013,1404
1721,1943
2026,1895
1637,1243
930,614
505,596
826,1178
1506,1855
2017,1984
1824,1453
1156,787
597,530
679,941
1303,1688
1934,2009
1961,1682
1370,965
703,518
558,723
1087,1478
1785,1982
2023,1867
1616,1205
888,621
539,622
854,1216
1585,1873
2014,1948
1805,1441
1092,754
578,527
675,980
1337,1695
1961,2026
1947,1660
1351,945
661,518
581,778
1114,1487
1792,2009
2011,1839
1575,1193
850,596
537,633
884,1244
1582,1895
2010,1965
1789,1383
1052,716
578,530
703,1024
1376,1715
1947,1898
1918,1737
1213,896
652,511
586,847
1129,1513
1814,2008
2012,1810
1526,1125
829,571
527,640
895,1271
1591,1919
2025,1954
1734,1369
1039,699
557,532
731,1025
1418,1761
1970,2026
1903,1606
1264,860
640,519
598,832
1218,1579
1862,2012
2000,1785
1505,1048
791,550
527,689
970,1322
1687,1931
2040,1896
1707,1322
1007,683
531,562
765,1102
1461,1789
2004,2014
1884,1571
1226,860
613,521
617,873
1210,1583
1870,2011
1994,1808
1461,1027
762,538
540,705
991,1369
1704,1934
2066,1917
1696,1273
948,656
531,569
810,1124
1483,1802
2005,2029
1853,1498
1182,796
609,492
636,884
1261,1622
1884,2024
1978,1730
1444,1010
736,540
554,710
1049,1414
1730,1988
2027,1883
1642,1247
918,620
535,586
815,1140
1547,1854
2010,1983
1832,1452
1131,774
587,530
643,958
1312,1678
1939,2023
1942,1682
1386,981
690,524
557,752
1065,1415
1758,1990
2027,1815
1609,1198
878,613
505,616
861,1216
1573,1887
2020,1976
1806,1454
1132,752
570,530
687,978
1321,1699
1936,2023
1955,1704
1335,925
659,509
569,788
1104,1483
1803,1996
2012,1863
1554,1165
845,589
524,622
888,1244
1597,1893
2033,2014
1769,1354
1066,712
557,542
691,1023
1351,1712
1949,2017
1925,1634
1311,906
661,518
584,800
1126,1504
1781,2000
2014,1798
1544,1138
838,568
521,624
903,1282
1655,1928
2031,1958
1752,1364
1037,683
539,531
711,1076
1427,1769
1970,2023
1901,1577
1273,879
645,505
654,846
1148,1557
1857,2009
2014,1742
1522,1101
804,565
534,650
943,1344
1662,1921
2036,1918
1724,1327
997,674
537,566
738,1090
1480,1784
2007,1999
1895,1571
1201,834
624,527
612,873
1197,1581
1873,2014
1986,1787
1453,1062
775,550
537,661
958,1348
1678,1941
2038,1905
1676,1288
985,647
537,555
753,1151
1427,1813
1996,1972
1851,1504
1173,788
596,511
648,907
1235,1610
1918,2035
1966,1716
1410,1011
735,507
576,717
1013,1421
1746,1971
2062,1893
1641,1246
918,634
543,590
808,1185
1528,1854
2013,1995
1838,1491
1156,778
594,525
661,958
1286,1688
1927,2021
1962,1714
1390,985
716,530
570,751
1073,1453
1775,1977
2027,1875
1622,1207
909,598
517,617
844,1180
1522,1862
2023,1998
1818,1432
1092,727
526,517
673,978
1316,1689
1924,2024
1949,1695
1328,933
706,513
570,710
1086,1469
1773,1980
2042,1834
1572,1167
869,585
527,580
878,1233
1572,1878
2039,1958
1770,1406
1059,722
563,527
705,1016
1359,1737
1962,2012
1916,1622
1286,892
686,510
585,803
1126,1567
1844,2010
2023,1828
1532,1112
822,560
527,636
900,1299
1646,1932
2061,1953
1754,1362
1027,699
557,538
735,1064
1428,1719
1961,2019
1910,1591
1279,881
648,510
597,847
1179,1564
1850,2012
2001,1785
1508,1118
813,555
549,673
949,1325
1675,1922
2036,1939
1727,1348
989,688
561,565
748,1095
1442,1765
1964,1988
1910,1541
1219,847
620,500
610,857
1202,1605
1856,2018
1990,1754
1440,1046
762,534
557,707
988,1376
1698,1952
2014,1908
1675,1265
948,636
531,573
788,1117
1486,1817
2027,1999
1857,1526
1182,805
554,509
623,895
1257,1646
1899,1998
1983,1726
1429,1027
739,527
548,714
1039,1437
1770,2005
2026,1891
1628,1245
931,623
491,598
822,1181
1520,1798
2014,1970
1840,1491
1161,782
596,523
658,951
1304,1660
1914,2023
1958,1696
1403,994
770,514
561,757
1065,1454
1727,1980
2027,1872
1654,1231
883,723
580,603
833,1192
1539,1854
2014,1989
1827,1435
1114,739
569,518
669,967
1313,1691
1929,2015
1911,1660
1337,912
688,529
573,764
1104,1481
