Voltage,Current
1735,721
648,1608
2027,1253
574,1023
1895,1785
924,641
1480,2028
1443,556
883,1827
1936,932
558,1361
2014,1405
636,853
1769,1919
1141,538
1199,2018
1661,622
731,1758
1992,1072
537,1175
1974,1647
787,686
1548,1991
1238,468
1057,1964
1811,770
623,1530
1990,1313
589,1029
1898,1791
909,582
1386,2038
1472,544
838,1817
1918,899
557,1338
2052,1495
664,804
1702,1941
1161,581
1248,2024
1640,638
700,1688
1970,1100
532,1167
1999,1631
739,700
1619,1997
1273,604
1018,1957
1832,796
625,1590
2043,1268
596,1024
1920,1798
948,590
1362,2025
1442,555
864,1869
1940,939
557,1344
2015,1528
617,835
1749,1917
1118,538
1173,1996
1692,674
700,1648
1975,1210
539,1156
1962,1704
810,649
1508,2036
1376,518
1003,1944
1840,795
594,1473
2053,1403
595,894
1805,1828
952,576
1335,2046
1555,628
818,1818
1939,1024
592,1344
2023,1504
661,809
1676,1959
1182,530
1114,1993
1669,662
687,1659
2071,1175
553,1100
1926,1745
869,660
1522,2023
1373,535
931,1914
1884,855
578,1421
2043,1348
604,910
1828,1881
1035,547
1313,2037
1572,609
831,1831
1928,965
532,1297
2018,1559
718,741
1658,1945
1132,516
1145,1999
1717,700
659,1620
2036,1239
543,1143
1947,1716
844,645
1454,2029
1414,570
888,1883
1884,829
587,1430
2044,1425
604,873
1808,1896
1050,578
1337,2034
1560,603
781,1782
1988,1040
543,1228
2001,1551
701,740
1663,1976
1205,530
1078,1995
1805,735
687,1642
2033,1205
558,1061
1916,1764
914,610
1429,2021
1383,517
904,1899
1897,885
569,1451
2040,1413
631,944
1837,1854
1007,575
1296,2076
1578,611
755,1751
1947,988
537,1279
2016,1582
742,744
1636,1961
1266,524
1127,2002
1734,727
626,1603
2040,1242
557,1013
1890,1725
851,637
1479,2031
1416,549
887,1885
1918,893
613,1469
2036,1417
628,949
1776,1909
1098,546
1209,2010
1572,614
752,1764
1988,1089
537,1201
1976,1656
779,743
1655,1963
1239,548
1024,1967
1783,785
618,1548
2038,1171
587,1031
1901,1781
901,598
1403,2058
1475,581
887,1879
1910,885
557,1367
2035,1489
676,753
1709,1894
1069,544
1231,1999
1650,653
729,1704
2017,1129
535,1195
2004,1648
765,688
1569,2023
1299,521
1013,1948
1743,733
635,1582
2040,1283
576,999
1875,1842
916,615
1440,2075
1453,571
860,1855
1936,952
561,1318
2018,1453
636,830
1737,1931
1127,530
1170,2016
1689,686
708,1717
1994,1116
563,1146
1962,1669
787,680
1544,1950
1304,500
1040,1962
1818,778
592,1510
2049,1344
598,1023
1876,1809
895,587
1376,2045
1515,600
787,1801
1910,920
552,1358
2044,1524
686,783
1689,1938
1180,570
1194,2050
1676,667
687,1670
2027,1103
539,1142
1962,1618
752,700
1576,2003
1299,542
1000,1944
1834,813
630,1571
2033,1285
581,985
1864,1841
1021,581
1327,2066
1457,573
849,1826
1936,961
553,1315
2014,1555
657,821
1733,1944
1148,529
1148,2035
1674,675
691,1661
2000,1100
536,1167
1971,1685
796,680
1517,2021
1384,543
1013,1969
1828,791
600,1487
2042,1375
622,924
1821,1818
955,595
1361,2028
1533,598
804,1813
1966,1000
552,1339
2024,1543
683,809
1708,1971
1185,514
1093,1990
1703,676
675,1693
2022,1185
558,1056
1936,1751
887,652
1535,2010
1390,540
926,1909
1876,855
598,1425
2057,1348
607,920
1802,1867
1021,506
1313,2045
1568,632
820,1834
1936,976
537,1284
2007,1562
705,723
1640,1931
1124,524
1148,2023
1707,704
657,1622
2043,1233
566,1116
1953,1712
833,647
1480,2029
1402,568
897,1858
1851,807
588,1463
2055,1538
568,895
1808,1893
1051,580
1333,2066
1560,607
783,1771
1983,1032
535,1224
1988,1545
704,756
1642,1937
1232,527
1083,1971
1788,757
739,1633
2035,1215
583,1037
1910,1768
891,641
1390,2027
1373,541
922,1899
1880,881
568,1454
2053,1425
641,944
1834,1898
992,566
1289,2013
1593,615
739,1746
1909,982
535,1279
2005,1609
713,731
1628,2018
1259,530
1139,1995
1739,700
641,1606
2042,1224
559,1012
1884,1737
857,630
1440,2008
1494,568
884,1876
1918,909
593,1438
2042,1428
641,842
1775,1910
1105,548
1204,2027
1583,618
744,1727
1999,1141
543,1194
1976,1674
774,748
1635,1989
1242,518
1031,1969
1824,765
628,1542
2039,1219
570,1037
1903,1789
888,605
1402,2052
1492,581
896,1880
1918,907
557,1367
2059,1452
660,808
1702,1893
1052,544
1210,1995
1657,657
706,1688
2018,1171
542,1223
1979,1634
770,653
1572,2004
1251,527
1018,1961
1757,727
640,1594
2040,1273
578,997
1876,1846
935,602
1468,2030
1436,531
836,1866
1922,924
554,1343
2030,1429
639,845
1763,1921
1094,531
1196,2017
1688,700
728,1745
2005,1089
554,1181
1962,1688
793,673
1540,1995
1260,521
1026,1958
1808,778
582,1517
2049,1327
592,1010
1875,1824
944,588
1342,2049
1534,596
786,1790
1924,945
554,1334
1978,1530
685,765
1699,1965
1190,553
1173,2010
1705,722
687,1648
2027,1138
548,1114
1949,1634
775,688
1568,1992
1319,599
974,1933
1853,825
615,1554
2042,1331
583,947
1841,1851
978,570
1301,2037
1492,568
839,1819
1947,995
549,1276
2014,1587
731,790
1698,1950
1166,525
1122,2003
1702,691
666,1637
2015,1120
543,1142
1968,1699
818,636
1500,2021
1390,536
972,1945
1884,825
555,1472
2041,1380
612,879
1802,1871
905,570
1348,2047
1547,604
781,1791
1986,1049
549,1323
1996,1533
678,785
1667,1970
1205,506
1048,1986
1715,690
652,1660
2031,1197
559,1036
1921,1759
937,714
1438,2038
1368,543
922,1908
1884,868
582,1406
2062,1408
597,902
1809,1879
1027,562
1309,2027
1577,618
818,1815
1975,986
534,1272
2006,1591
686,709
1628,1925
1159,569
1129,2011
1728,712
653,1596
2054,1250
568,1100
1935,1698
851,636
1457,2029
1442,549
878,1873
1855,829
579,1461
2040,1425
646,903
1786,1906
1069,569
1312,2058
1576,619
764,1993
1980,1057
527,1195
1982,1582
710,744
1633,1998
1234,529
1044,1973
1801,761
660,1622
2031,1242
555,1030
1916,1776
909,611
1409,2049
1398,543
907,1836
1905,891
547,1429
2040,1447
635,920
1831,1879
1013,554
1251,1996
1578,628
754,1739
1963,1000
534,1253
2003,1587
728,773
1601,1998
1264,527
1114,1971
1726,726
640,1605
2035,1260
540,1015
1886,1737
847,627
1467,2039
1429,563
887,1868
1901,920
583,1443
2043,1417
626,850
1751,1910
1092,569
1192,2019
1584,622
744,1751
2005,1077
539,1189
1976,1662
766,731
1632,2001
1250,528
1030,1956
1788,751
609,1528
2052,1228
563,1020
1889,1798
909,570
1388,2033
1509,594
885,1876
1921,913
516,1341
2040,1502
670,795
1689,1919
1129,539
1197,2042
1714,651
717,1674
2018,1089
543,1193
1983,1659
761,683
1547,2012
1290,523
1009,1909
1744,765
631,1568
2039,1265
568,985
1872,1828
957,627
1425,2085
1468,596
844,1849
1936,988
557,1298
2036,1457
644,812
1727,1941
1183,521
1165,2004
1692,687
718,1716
2010,1123
543,1141
1963,1673
813,662
1494,1997
1285,536
1017,1953
1827,855
596,1474
2041,1351
609,989
1879,1815
931,582
1351,2032
1534,598
788,1763
1930,937
540,1318
2018,1532
678,774
1679,1958
1158,534
1157,2015
1688,676
682,1660
2029,1089
543,1115
1948,1636
765,689
1563,2007
1313,583
983,1936
1869,826
615,1537
2083,1318
581,961
1844,1863
978,570
1312,2044
1487,589
761,1833
1953,978
532,1297
2044,1558
713,809
1713,1980
1109,517
1208,2008
1698,700
661,1661
2004,1120
529,1147
1949,1725
806,648
1495,2029
1409,550
1004,1940
1845,822
585,1480
2078,1404
617,893
1789,1819
971,546
1316,2038
1561,612
772,1781
1997,1038
553,1302
2025,1539
711,770
1676,1969
1218,508
1075,1999
1701,688
670,1635
2029,1210
549,1046
1915,1776
900,648
1509,2048
1390,545
953,1910
1885,858
562,1383
2049,1409
596,921
1801,1886
1041,575
1286,2031
1596,619
802,1841
1962,1009
540,1233
1988,1583
673,716
1601,1944
1156,517
1080,1982
1727,708
635,1577
2028,1245
552,1052
1916,1762
842,614
1435,1995
1418,529
870,1862
1833,833
565,1426
2039,1426
630,873
1758,1905
1076,547
1287,2012
1574,616
747,1764
1986,1068
530,1124
1943,1575
702,707
1614,1997
1233,514
1013,1949
1788,769
635,1601
2034,1232
554,997
1867,1791
915,584
1385,2016
1388,542
868,1817
1960,895
541,1409
2031,1424
630,908
1802,1873
1014,550
1244,2024
1564,623
722,1712
1970,1010
596,1233
1992,1608
739,658
1581,1985
1279,506
1089,1945
1752,736
621,1556
2010,1271
551,984
1856,1750
865,594
1416,2024
1481,556
836,1792
1923,938
556,1399
2023,1436
637,816
1721,1982
1109,523
1156,2001
1615,636
713,1708
1999,1096
578,1142
1940,1679
791,684
1584,1993
1234,511
991,1945
1808,778
604,1491
2031,1244
561,1000
1882,1813
926,579
1325,2022
1521,579
857,1854
1914,920
508,1325
1977,1516
664,765
1664,1914
1115,518
1169,1996
1682,653
665,1670
2040,1157
530,1184
1954,1662
791,643
1502,2014
1310,518
968,1924
1766,743
580,1530
2030,1298
576,929
1840,1836
987,602
1422,2028
1476,555
812,1812
1941,959
504,1284
2001,1474
641,847
1701,1910
1135,519
1148,2000
1711,693
700,1690
1999,1117
520,1104
1943,1681
787,661
1490,1977
1274,508
989,1933
1837,795
573,1478
2053,1354
609,959
1835,1816
948,569
1335,2024
1550,584
765,1776
1918,949
531,1295
2010,1526
689,744
1653,1974
1251,521
1160,1997
1688,748
693,1618
2014,1168
533,1056
1923,1648
767,655
1532,2010
1325,521
1007,1919
1851,834
609,1516
2063,1310
627,929
1823,1844
981,575
1274,2038
1470,576
810,1833
1961,985
527,1274
1998,1569
712,778
1691,1943
1183,517
1116,1976
1730,671
664,1592
2009,1126
539,1094
1916,1725
839,622
1436,2007
1416,537
930,1906
1854,812
566,1440
2014,1400
620,844
1771,1834
983,552
1285,2021
1572,599
739,1756
1976,1042
536,1292
1960,1549
696,739
1635,1976
1229,516
1026,1951
1708,697
640,1608
1993,1219
560,1034
1880,1763
917,634
1468,2021
1400,544
880,1867
1910,882
537,1351
2041,1386
609,856
1755,1944
1120,553
1244,2045
1602,630
763,1785
1970,1024
522,1224
1981,1622
735,705
1584,1958
1178,599
1078,1969
1760,705
628,1646
1999,1267
565,1052
1909,1725
932,582
1404,2023
1457,543
836,1841
1884,868
557,1383
2010,1451
642,830
1731,1902
1072,536
1267,2023
1599,620
732,1768
2022,1076
530,1167
1950,1580
722,713
1598,1982
1248,508
1012,1958
1806,776
648,1582
2030,1254
531,933
1841,1789
932,574
1366,2018
1412,526
862,1865
1970,913
532,1400
2028,1458
652,923
1792,1885
1026,540
1242,2025
1658,625
751,1704
1989,1020
534,1219
1983,1614
747,652
1651,1988
1286,518
1075,1971
1767,727
612,1551
1991,1270
561,959
1836,1751
862,609
1418,2021
1483,546
826,1871
1924,933
557,1404
2032,1439
635,825
1710,1909
1104,532
1186,2004
1603,624
713,1713
1999,1103
530,1139
1949,1685
796,696
1589,1996
1280,505
1001,1932
1806,777
589,1492
2026,1265
565,987
1862,1801
935,568
1325,2026
1524,581
843,1852
1925,933
526,1307
2010,1528
686,753
1637,1917
1048,524
1157,2014
1714,700
664,1649
2018,1166
526,1116
1958,1697
791,662
1513,2032
1304,521
977,1920
1775,756
582,1531
2051,1322
578,877
1848,1841
972,592
1391,2031
1534,568
813,1849
1932,996
596,1271
2001,1464
615,796
1695,1944
1174,517
1118,1995
1709,695
688,1682
2002,1110
533,1107
1932,1639
810,665
1480,1991
1283,508
978,1944
1833,804
543,1481
2040,1383
609,945
1836,1833
948,570
1308,1967
1547,596
761,1772
1936,933
539,1281
2004,1532
691,748
1618,1960
1212,524
1170,1992
1709,688
646,1616
2014,1152
539,1101
1924,1629
769,661
1520,1958
1325,523
984,1908
1849,843
596,1519
2075,1320
586,920
1818,1841
1005,570
1271,2032
1501,578
791,1802
1948,993
531,1196
1996,1571
739,783
1695,1944
1156,517
1083,1995
1717,705
660,1608
2003,1145
530,1104
1936,1704
836,648
1467,2017
1408,537
951,1925
1843,824
571,1426
2030,1396
597,861
1764,1864
978,556
1287,2019
1572,607
752,1762
1963,1074
538,1288
1988,1545
691,749
1632,1971
1223,497
1042,1963
1728,676
651,1608
2028,1221
552,1024
1896,1772
902,697
1502,2009
1387,520
921,1871
1874,825
559,1477
2037,1316
587,922
1811,1841
1004,605
1285,2015
1560,609
792,1808
1954,985
532,1256
2023,1568
712,717
1610,1930
1156,534
1115,1988
1741,697
648,1568
2014,1228
532,1095
1937,1699
822,629
1469,1999
1354,529
926,1934
1809,778
591,1490
2026,1331
585,920
1806,1862
1013,579
1349,2080
1500,577
786,1776
1960,1007
597,1258
1988,1515
661,769
1654,1957
1182,511
1079,1960
1744,723
672,1634
2016,1169
529,1074
1897,1699
818,637
1451,1997
1306,530
971,1919
1817,818
553,1443
2031,1413
608,945
1840,1845
979,556
1286,2019
1540,598
739,1738
1944,984
503,1258
1990,1562
714,735
1607,1987
1212,522
1143,1999
1702,689
668,1618
2046,1151
538,1087
1910,1671
773,659
1516,2110
1343,518
908,1909
1806,838
583,1526
2043,1353
586,920
1811,1843
994,565
1260,2023
1506,573
791,1784
1944,985
524,1243
1992,1567
713,793
1716,1945
1147,520
1141,1976
1714,688
648,1607
2005,1128
531,1087
1932,1716
818,613
1455,2017
1411,522
948,1893
1830,821
573,1441
2029,1402
619,870
1776,1845
1000,549
1274,2033
1551,564
739,1752
1975,1061
528,1275
1994,1575
699,726
1623,1975
1234,517
1024,1956
1730,712
635,1599
2027,1250
557,1012
1877,1790
929,633
1430,2021
1414,545
896,1863
1896,889
533,1348
2042,1398
609,868
1767,1899
1056,497
1224,2019
1612,648
774,1772
2007,1013
530,1218
1968,1612
725,702
1570,1919
1182,510
1079,1980
1760,731
610,1557
2012,1270
568,1029
1913,1759
870,580
1408,2013
1461,575
835,1839
1882,851
557,1364
2029,1449
648,822
1729,1918
1122,544
1238,2024
1601,622
717,1718
2002,1102
531,1140
1949,1601
733,701
1578,2013
1284,466
991,1944
1823,795
638,1554
2017,1280
582,959
1844,1780
950,569
1327,2016
1451,573
852,1841
1922,941
543,1344
2020,1490
653,933
1754,1898
1069,540
1187,2008
1626,643
687,1687
1979,987
539,1153
1975,1646
765,654
1540,1999
1300,508
1031,1937
1805,764
595,1510
2027,1322
578,922
1828,1782
896,578
1396,2022
1489,574
829,1858
1912,950
548,1387
2040,1466
648,806
1708,1956
1124,475
1133,1987
1624,611
704,1700
2006,1138
517,1116
1910,1686
818,680
1569,1997
1306,530
974,1882
1831,801
578,1447
2026,1271
557,964
1848,1844
943,574
1317,2028
1547,596
822,1815
1936,956
529,1275
2003,1545
683,747
1627,1935
1122,513
1135,1997
1702,693
636,1620
2014,1180
533,1108
1937,1722
823,630
1532,2014
1339,570
878,1902
1875,779
586,1480
2027,1340
587,932
1822,1855
1012,573
1345,2007
1533,570
791,1802
1958,994
530,1225
1989,1511
704,775
1656,1949
1167,522
1094,1948
1742,729
674,1657
2017,1103
531,1072
1910,1712
825,618
1457,2008
1300,517
939,1920
1850,765
560,1450
2027,1399
623,923
1828,1854
1009,555
1275,2018
1561,608
735,1727
1948,976
543,1260
1989,1567
728,718
1616,1971
1234,509
1109,1992
1721,689
635,1606
2023,1181
529,1044
1918,1682
790,648
1501,2016
1361,530
922,1888
1879,824
591,1499
2021,1344
594,894
1820,1852
1015,536
1259,2025
1509,582
768,1772
1962,1011
526,1223
1938,1602
724,765
1676,1932
1178,518
1064,1971
1737,674
635,1582
2003,1142
534,1095
1919,1736
849,609
1439,1985
1425,566
929,1892
1861,847
563,1413
2014,1419
614,835
1741,1854
988,547
1266,1999
1597,648
735,1738
1989,1064
527,1260
1979,1578
713,730
1603,1980
1243,513
1041,1859
1704,715
622,1580
2027,1256
560,993
1879,1794
927,600
1435,2023
1431,555
807,1841
1939,907
534,1348
2028,1412
625,834
1751,1889
1101,514
1223,2002
1615,641
773,1772
1974,1022
530,1205
1979,1622
737,683
1591,1964
1200,491
1144,1973
1763,742
609,1541
2040,1297
571,1059
1906,1764
863,616
1390,2025
1487,495
831,1834
1868,886
570,1371
2017,1442
631,817
1716,1917
1113,545
1236,2018
1596,623
715,1709
1996,1097
524,1167
1961,1608
739,700
1566,1992
1286,501
1008,1934
1815,787
615,1586
1970,1280
571,957
1840,1843
867,574
1325,2021
1445,551
817,1841
1925,933
542,1354
2015,1498
638,857
1767,1894
1057,529
1208,2011
1625,644
701,1648
1973,1053
484,1189
1972,1652
754,682
1566,1999
1300,520
1052,1967
1792,753
609,1539
2032,1276
583,910
1851,1764
900,603
1364,2045
1449,570
818,1850
1883,941
557,1379
2027,1434
660,814
1682,1952
1112,517
1135,1990
1635,642
687,1688
2005,1129
524,1119
1936,1738
818,681
1550,2000
1299,526
960,1920
1825,808
575,1457
2029,1287
571,941
1854,1833
974,527
1268,2019
1570,600
818,1817
1957,968
531,1270
2002,1556
698,759
1620,1932
1138,508
1124,1993
1743,694
650,1604
2014,1217
522,1119
1939,1712
820,660
1479,2009
1322,539
923,1850
1792,768
583,1497
2016,1344
587,913
1812,1863
1009,587
1355,2150
1502,578
844,1788
1962,997
530,1119
1983,1552
662,710
1669,1945
1158,513
1052,1982
1675,712
661,1671
2027,1169
531,1075
1924,1724
844,596
1444,2014
1310,518
939,1909
1858,838
505,1432
2024,1415
625,920
1817,1855
1026,548
1260,2010
1574,610
735,1739
1953,1000
548,1245
1994,1586
711,726
1589,1985
1251,510
1106,1978
1739,687
630,1586
2026,1194
535,1056
1918,1678
794,622
1487,1998
1370,537
903,1878
1882,879
583,1489
2036,1481
597,886
1791,1868
1026,563
1249,1996
1552,609
777,1777
1962,1041
526,1215
1980,1586
736,770
1657,1957
1307,502
1069,1973
1754,726
635,1581
2001,1156
539,1048
1920,1740
847,608
1424,2075
1435,546
937,1896
1870,851
539,1396
2005,1438
646,825
1732,1869
1018,543
1250,2023
1602,607
741,1721
1993,1091
530,1250
1988,1595
726,699
1597,1982
1356,532
1000,1936
1741,716
619,1560
2027,1271
562,965
1849,1813
936,609
1427,2014
1412,556
842,1815
1919,985
518,1321
2043,1426
625,838
1727,1860
1103,530
1219,2013
1640,621
751,1749
1988,1048
522,1192
1955,1634
764,650
1547,1974
1209,517
1039,1955
1788,755
602,1547
2040,1306
582,1030
1884,1769
930,592
1384,2040
1470,568
797,1815
1871,892
556,1374
2014,1468
648,795
1707,1967
1128,534
1218,2012
1622,632
696,1693
2028,1121
530,1127
1936,1638
735,681
1555,1997
1286,517
966,1919
1837,812
606,1543
2034,1306
576,965
1831,1825
965,551
1309,2023
1463,561
821,1828
1936,988
518,1348
2011,1445
659,844
1747,1911
1061,497
1216,2003
1656,658
670,1691
1988,1063
532,1168
1962,1712
806,659
1518,2008
1338,531
1010,1949
1799,763
600,1489
2030,1322
587,913
1807,1782
922,573
1332,2010
1516,580
789,1756
1924,1005
509,1311
2027,1493
662,796
1675,1949
1167,454
1122,1972
1644,661
670,1660
2014,1167
543,1091
1911,1716
848,674
1530,2023
1336,523
931,1893
1861,795
505,1426
2001,1312
583,946
1840,1846
992,595
1275,2015
1575,620
791,1806
1951,991
526,1253
1988,1569
660,714
1609,1939
1135,505
1105,1986
1720,714
638,1607
2028,1227
535,1129
1927,1708
826,624
1455,2009
1355,534
913,1893
1805,785
586,1481
2017,1346
596,881
1799,1863
1025,576
1326,2044
1531,591
781,1810
1973,1020
529,1241
1978,1530
651,748
1631,1959
1182,513
1076,1973
1727,726
677,1646
2053,1181
552,1056
1898,1738
791,602
1424,2005
1354,518
922,1882
1867,860
557,1401
2018,1435
630,907
1806,1862
1013,543
1257,2087
1609,623
690,1721
1962,1011
513,1232
1970,1591
711,712
1593,1961
1260,581
1094,1974
1740,717
635,1571
2038,1197
543,1010
1963,1691
812,631
1476,2014
1391,529
895,1893
1870,907
576,1464
2038,1361
596,883
1781,1879
1039,532
1223,2024
1542,598
766,1765
1974,1036
528,1209
1986,1625
751,761
1657,1962
1221,518
1063,1974
1758,735
614,1581
2020,1206
535,1065
1896,1752
852,604
1430,2021
1442,554
939,1938
1870,864
533,1387
2027,1432
635,817
1723,1925
1033,563
1234,2022
1616,644
714,1738
1989,1095
519,1235
1997,1591
722,696
1585,1972
1280,508
995,1948
1748,726
606,1556
2030,1271
566,984
1978,1811
935,608
1427,2027
1443,554
840,1841
1886,866
583,1379
2036,1372
596,881
1788,1881
1042,528
1231,2006
1624,654
765,1769
1985,1034
529,1207
2001,1619
751,686
1577,1946
1215,517
1044,1971
1779,738
617,1575
2023,1279
560,1049
1909,1749
874,598
1411,2034
1450,509
823,1831
1874,848
557,1409
2042,1439
595,811
1732,1924
1120,549
1238,2021
1621,641
700,1782
2039,1097
527,1120
1939,1629
742,698
1567,1995
1291,496
983,1937
1831,811
612,1543
2052,1282
576,951
1836,1881
970,549
1330,2023
1481,551
829,1824
1932,959
531,1333
2028,1513
664,830
1756,1893
1084,508
1174,1995
1672,659
663,1660
1988,1081
536,1156
1958,1661
786,658
1520,1982
1331,511
1023,1945
1799,798
596,1500
2036,1325
589,911
1782,1782
916,597
1340,2022
1511,564
794,1802
1936,992
556,1335
2022,1441
674,786
1687,1919
1157,468
1142,1982
1655,657
706,1627
2007,1155
518,1069
1918,1767
878,650
1527,1997
1338,525
914,1905
1862,828
558,1428
2040,1322
591,907
1817,1857
1018,544
1266,2014
1585,617
804,1828
1951,989
514,1237
1999,1586
722,724
1607,1949
1156,508
1100,1948
1740,717
640,1647
2018,1229
533,1091
1926,1725
835,624
1532,2012
1390,534
900,1948
1823,791
579,1452
2038,1367
599,880
1791,1871
1033,568
1331,1997
1531,591
783,1789
1963,1019
542,1211
1984,1538
689,753
1650,1945
1203,517
1050,1966
1746,738
647,1644
2014,1166
495,1059
1905,1755
861,602
1373,2013
1364,534
917,1893
1874,864
552,1399
2027,1464
626,910
1799,1867
1026,521
1222,2017
1629,620
713,1709
1962,1023
507,1190
1961,1614
739,694
1607,1986
1276,517
1065,1974
1757,715
641,1571
2023,1219
570,1030
1895,1703
818,633
1476,2048
1411,554
875,1879
1877,910
570,1453
2031,1370
595,855
1771,1886
1049,530
1218,2025
1550,596
750,1764
1966,1040
498,1193
1973,1613
750,722
1638,1966
1223,501
1058,1961
1780,740
661,1549
2075,1190
553,992
1961,1762
887,605
1390,1983
1481,555
893,1883
1888,884
539,1343
2016,1466
622,787
1705,1872
1039,530
1217,1982
1631,631
648,1700
2004,1125
526,1221
1994,1619
749,684
1557,2041
1306,538
968,1931
1800,738
569,1544
2040,1302
574,960
1844,1834
956,601
1386,2012
1422,554
812,1824
1935,958
517,1286
2040,1448
639,804
1717,1914
1139,514
1178,2014
1659,677
739,1739
1975,1063
531,1227
1954,1647
765,663
1513,1982
1243,515
1025,1945
1798,763
620,1519
2034,1320
573,1012
1879,1792
909,584
1357,2023
1494,573
794,1801
1902,902
537,1341
2050,1520
661,786
1686,1931
1158,481
1181,2019
1665,640
690,1671
2002,1138
539,1096
1923,1647
748,665
1534,2002
1327,535
948,1888
1874,830
596,1501
2028,1325
599,917
1823,1849
986,550
1311,2023
1487,571
791,1806
1946,997
527,1288
2015,1519
685,825
1728,1911
1109,529
1169,1999
1676,681
660,1658
1992,1057
528,1141
1949,1734
796,630
1494,2012
1364,508
966,1939
1812,726
573,1498
2036,1372
604,920
1745,1795
900,584
1328,2025
1529,590
780,1789
1963,1002
550,1335
2013,1495
648,761
1671,1947
1167,518
1083,2001
1670,673
662,1660
2014,1179
521,1071
1909,1729
855,674
1526,2014
1346,561
914,1897
1875,851
557,1426
2049,1325
578,925
1811,1859
1017,606
1235,2023
1598,598
783,1779
1962,997
537,1242
1991,1584
726,694
1598,1945
1161,472
1056,1982
1756,726
628,1586
2080,1249
480,1097
1916,1725
844,621
1441,2023
1394,519
893,1879
1840,804
576,1456
2036,1383
613,881
1780,1889
1064,568
1293,2034
1546,586
778,1772
1975,1048
523,1208
1984,1539
684,744
1657,1953
1208,513
1070,1971
1790,714
652,1622
2014,1190
540,1056
1903,1753
872,609
1451,2038
1367,534
896,1897
1879,868
553,1387
2028,1404
644,910
1779,1864
1040,536
1221,2023
1619,626
722,1706
1981,1032
563,1211
1966,1608
743,696
1509,1983
1283,505
1072,1967
1753,738
611,1567
2020,1219
565,1007
1874,1688
829,619
1477,2023
1418,538
869,1866
1899,902
572,1376
2036,1401
610,855
1708,1892
1052,509
1208,2018
1573,597
741,1749
2032,1120
523,1185
1970,1639
765,733
1643,1970
1182,512
1025,1964
1781,778
578,1535
2027,1203
543,1079
1896,1768
891,570
1367,2031
1487,570
887,1868
1893,920
543,1387
2004,1480
656,816
1711,1933
1043,530
1213,2025
1630,638
704,1698
2001,1092
555,1216
1983,1607
741,678
1572,1990
1287,499
1010,1930
1754,739
608,1574
2028,1284
572,962
1875,1802
966,600
1405,2002
1455,563
845,1828
1905,903
543,1401
2040,1359
599,840
1763,1888
1064,524
1196,1993
1646,615
740,1746
1984,1052
534,1181
1963,1639
765,670
1535,1969
1225,506
990,1956
1756,744
609,1536
2030,1292
505,1027
1895,1712
896,588
1387,2046
1416,519
852,1854
1845,826
560,1425
2028,1452
614,847
1750,1910
1078,556
1280,2012
1567,615
726,1724
1990,1080
530,1151
