Voltage,Current
1728,570
939,1998
1512,544
1252,2046
1219,551
1449,1950
1000,666
1663,1836
804,842
1923,1532
602,1101
1987,1345
534,1331
2043,1100
585,1655
1948,804
678,1829
1845,659
818,1956
1661,568
1144,2031
1311,534
1325,2010
1116,596
1561,1909
912,804
1832,1682
674,960
1954,1515
581,1193
2026,1250
530,1505
2036,936
592,1698
1939,760
735,1896
1740,598
1049,2034
1444,518
1233,2022
1226,555
1460,1942
1012,714
1763,1764
713,884
1910,1572
601,1072
2001,1376
530,1412
2040,1037
568,1608
1996,834
685,1782
1846,685
871,1969
1601,543
1056,2031
1419,469
1336,2012
1145,657
1639,1884
841,759
1821,1698
657,936
1955,1491
569,1276
2017,1141
552,1483
2020,959
602,1709
1936,768
748,1924
1723,571
949,1999
1489,529
1167,2021
1286,564
1505,1948
976,663
1689,1815
787,867
1902,1597
606,1177
2016,1267
553,1399
2051,1057
559,1568
1989,846
694,1867
1791,622
845,1975
1612,525
1066,1974
1364,543
1405,1975
1073,633
1603,1898
870,740
1784,1699
696,1023
1987,1432
561,1227
2033,1240
519,1515
2014,959
633,1782
1880,723
778,1897
1721,607
940,1999
1525,530
1262,2010
1173,569
1479,1959
991,667
1624,1800
802,915
1932,1556
600,1108
2019,1357
531,1348
2039,1099
583,1677
1958,804
661,1829
1829,653
809,1962
1674,556
1092,2037
1348,530
1350,1997
1121,590
1542,1918
915,793
1858,1686
678,960
1965,1456
570,1192
2027,1272
541,1530
2007,921
574,1732
1918,756
748,1915
1729,570
1035,2027
1434,553
1251,2032
1253,553
1481,1945
1000,714
1770,1743
724,894
1909,1558
609,1102
2014,1345
543,1426
1990,1026
582,1634
1966,832
678,1811
1827,666
895,1997
1582,543
1112,2017
1383,548
1308,2015
1144,649
1645,1862
844,746
1823,1716
675,957
1950,1495
574,1296
2018,1168
536,1484
2004,959
602,1691
1936,765
760,1921
1712,604
952,2009
1521,521
1179,2056
1280,581
1474,1944
971,684
1702,1875
814,877
1948,1569
611,1182
2045,1262
534,1401
2044,1046
556,1593
1998,839
719,1873
1780,544
868,1984
1601,528
1080,2038
1392,542
1417,1984
1065,624
1624,1854
870,752
1807,1709
685,1053
1974,1421
556,1254
2049,1193
532,1459
2018,960
651,1781
1863,700
767,1921
1700,577
947,1999
1529,577
1257,2034
1200,556
1486,1962
985,668
1689,1830
791,897
1926,1571
609,1103
2014,1348
540,1336
2026,1108
569,1648
1962,804
661,1864
1832,658
802,1936
1671,594
1106,2036
1358,534
1331,2011
1133,585
1547,1929
918,778
1857,1688
670,950
1958,1555
587,1182
2032,1258
554,1519
2028,932
596,1712
1937,739
747,1898
1750,601
1025,2029
1461,513
1229,2030
1238,527
1451,1972
1021,696
1750,1783
716,873
1897,1585
622,1081
1968,1363
484,1402
2023,1052
566,1576
1988,855
649,1797
1860,686
874,1970
1614,542
1077,2025
1384,518
1318,2000
1156,623
1641,1866
842,744
1817,1704
726,942
1954,1508
574,1260
2015,1205
531,1483
2019,980
588,1651
1938,778
752,1907
1726,589
960,2006
1526,542
1164,2036
1296,565
1503,1945
981,662
1698,1846
793,853
1906,1595
625,1200
2020,1274
553,1399
2035,1055
558,1600
1976,838
696,1863
1833,627
875,1958
1606,555
1078,2022
1389,555
1433,1982
1065,618
1622,1878
865,751
1806,1876
701,1024
1980,1400
560,1241
2035,1204
568,1478
2001,962
620,1795
1870,700
748,1921
1721,581
940,2009
1538,541
1242,2012
1198,553
1473,1962
979,657
1685,1831
797,898
1915,1530
609,1082
2028,1344
518,1337
2044,1110
574,1651
1979,817
661,1815
1831,655
817,1959
1675,566
1108,2046
1361,525
1312,2007
1121,584
1546,1931
931,775
1822,1691
656,962
1947,1497
586,1171
2029,1264
534,1539
2015,945
595,1683
1939,774
739,1895
1753,596
1017,2021
1457,595
1110,2025
1230,572
1458,1970
1000,704
1754,1759
739,874
1895,1578
618,1091
1990,1361
552,1402
2038,1054
563,1617
1978,830
687,1802
1872,688
885,2034
1535,542
1099,2046
1390,596
1320,2012
1148,627
1638,1876
848,766
1818,1710
677,971
1942,1510
583,1276
2028,1168
535,1490
2026,965
591,1658
1949,778
748,1917
1728,573
948,2005
1536,530
1157,2034
1309,544
1477,1948
990,657
1685,1821
797,870
1884,1596
635,1164
2027,1278
569,1383
2035,1063
573,1600
1993,876
709,1870
1791,653
891,1963
1618,548
1067,2028
1416,530
1396,1999
1078,612
1596,1890
875,741
1788,1661
704,1024
2014,1437
561,1234
2023,1194
535,1453
2023,971
625,1763
1877,707
758,1909
1728,597
931,2003
1546,480
1249,2029
1226,551
1466,1960
1014,642
1665,1834
805,883
1938,1567
604,1077
2002,1348
716,1346
2042,1142
572,1601
1953,817
661,1828
1846,654
803,1922
1658,568
1099,2035
1363,506
1318,2010
1156,568
1533,1930
936,764
1814,1686
679,945
1944,1531
578,1163
2028,1271
522,1460
2017,937
595,1708
1939,832
744,1853
1834,600
1001,2018
1469,532
1220,2023
1271,543
1437,1970
1024,698
1766,1768
757,922
1882,1604
623,1055
1994,1382
548,1400
2061,1062
582,1582
1984,799
646,1772
1884,709
859,1977
1638,543
1052,2021
1413,548
1286,2016
1170,616
1614,1890
842,749
1806,1738
704,887
1988,1536
583,1207
2026,1206
534,1455
2027,985
583,1699
1951,803
739,1905
1741,572
907,1997
1561,521
1142,2034
1320,556
1455,1962
1014,647
1670,1868
826,851
1884,1609
635,1142
2016,1297
531,1365
2040,1100
583,1576
2000,863
686,1843
1825,641
804,1965
1660,544
1047,2059
1431,531
1390,1980
1088,621
1590,1904
888,724
1750,1699
726,989
1952,1452
565,1174
2018,1245
552,1448
2030,1011
609,1738
1915,710
732,1894
1749,611
895,1997
1578,544
1213,2034
1225,544
1434,1974
1038,648
1655,1854
819,860
1915,1557
617,1068
1999,1378
537,1285
2042,1138
571,1631
1963,831
652,1799
1858,674
800,1940
1669,572
1067,2029
1392,520
1293,2018
1175,549
1522,1937
951,751
1804,1726
689,929
1936,1532
583,1153
2031,1283
539,1494
2014,945
595,1690
1941,803
731,1886
1743,607
991,1999
1488,520
1205,2025
1268,548
1431,1977
1052,693
1735,1782
748,921
1888,1610
654,1052
1996,1426
561,1377
2027,1068
573,1587
2001,881
642,1776
1882,727
861,1975
1628,540
1062,2043
1414,521
1312,2021
1182,611
1605,1883
862,740
1784,1728
721,986
1936,1530
592,1236
2037,1176
530,1451
2027,1006
578,1636
1963,803
739,1892
1745,610
925,1992
1570,530
1148,2036
1318,575
1466,1961
1000,641
1676,1836
803,848
1885,1631
635,1143
1999,1286
531,1365
2083,1082
553,1582
1972,873
722,1847
1805,663
855,1962
1628,547
1108,2010
1425,538
1383,1995
1092,615
1641,1902
883,748
1773,1751
715,1001
1971,1450
557,1184
2051,1204
535,1447
2013,1016
635,1740
1940,725
748,1895
1754,606
970,1986
1570,530
1215,2023
1250,556
1404,1971
1039,686
1630,1852
836,867
1895,1587
621,1069
1989,1376
549,1385
2053,1141
579,1609
1980,845
648,1789
1858,678
778,1919
1688,576
1084,2045
1403,518
1286,2025
1169,544
1506,1932
955,731
1779,1711
701,907
1927,1532
581,1142
1994,1301
526,1451
2022,985
570,1635
2002,861
695,1870
1741,619
968,2001
1503,536
1152,2023
1282,519
1392,1978
1053,661
1701,1810
765,832
1893,1629
641,1018
1977,1438
552,1334
2035,1094
519,1523
1992,890
602,1729
1898,705
857,1945
1653,572
988,2010
1539,517
1259,2018
1180,613
1592,1827
844,727
1770,1740
711,887
1914,1537
596,1209
2023,1221
513,1429
2053,1001
566,1647
1953,805
722,1883
1753,595
896,1985
1567,521
1109,2023
1340,534
1427,1963
1023,629
1640,1856
828,808
1858,1622
644,1125
1992,1328
527,1320
2038,1091
550,1557
1996,879
664,1819
1815,650
817,1938
1653,555
1013,2021
1396,525
1336,1997
1109,577
1568,1907
921,699
1733,1764
735,949
1949,1476
570,1161
2052,1265
520,1439
2017,1011
612,1738
1897,717
732,1891
1752,589
884,1990
1558,516
1220,2021
1235,542
1426,1969
1024,636
1654,1841
822,851
1892,1531
617,1049
1987,1370
534,1284
2040,1131
560,1605
1963,821
635,1785
1877,675
765,1923
1712,606
1070,2015
1395,506
1299,2009
1161,570
1509,1931
953,754
1788,1704
695,884
1911,1523
596,1129
2004,1296
524,1541
2002,971
576,1659
1948,776
709,1872
1766,603
974,1988
1483,504
1215,2027
1262,526
1416,1986
1042,677
1706,1789
765,847
1866,1622
636,1024
1979,1442
543,1348
2036,1084
527,1554
1981,852
622,1748
1884,712
829,1963
1624,535
1024,2006
1434,517
1271,2019
1182,596
1601,1886
900,723
1778,1742
698,921
1916,1530
596,1211
2014,1236
531,1432
2014,1005
570,1638
1931,800
732,1897
1744,712
886,1986
1572,522
1115,2022
1325,544
1460,1933
1005,633
1653,1832
806,818
1864,1615
631,1126
2010,1305
533,1333
2040,1055
552,1576
1990,873
674,1841
1806,636
827,1952
1634,544
1041,2055
1441,518
1353,1995
1100,594
1565,1919
909,691
1806,1738
704,996
1963,1422
563,1138
2016,1227
526,1438
2028,999
599,1737
1903,726
731,1856
1769,598
895,1975
1567,530
1209,1988
1242,532
1423,1969
1025,633
1653,1850
844,845
1884,1647
645,1046
1988,1377
522,1295
2040,1142
555,1602
1971,908
635,1775
1858,679
781,1918
1698,573
1051,2014
1390,514
1273,2008
1178,544
1494,1938
965,731
1780,1717
701,898
1921,1524
568,1133
2019,1297
493,1461
2016,983
611,1659
1944,784
702,1854
1765,609
982,1998
1481,513
1208,2023
1284,530
1393,1910
1057,674
1711,1789
774,825
1884,1626
621,1023
1983,1399
539,1357
2040,1088
543,1569
2000,880
609,1742
1888,704
842,1962
1627,546
1031,2002
1424,517
1256,2008
1203,606
1572,1871
883,713
1766,1745
718,884
1906,1543
602,1163
2027,1234
537,1423
2040,1005
561,1635
1923,803
713,1871
1752,600
881,1976
1573,518
1105,2027
1338,544
1442,1957
979,627
1641,1843
818,812
1858,1625
639,1117
1999,1312
536,1322
2036,1210
542,1542
1991,887
674,1827
1835,648
822,1941
1644,545
1012,2035
1435,519
1346,1997
1116,614
1548,1910
903,698
1728,1746
738,959
1949,1464
568,1179
2007,1247
530,1426
2023,1024
601,1724
1905,739
725,1872
1757,597
891,1978
1576,483
1171,2017
1260,535
1416,1959
1031,630
1621,1855
833,839
1879,1610
591,1027
1986,1396
532,1284
2003,1161
548,1588
1953,847
633,1768
1862,683
791,1915
1713,585
1075,2019
1410,513
1260,2008
1246,563
1482,1949
974,718
1757,1742
713,882
1909,1556
587,1114
2014,1319
533,1463
2011,985
572,1649
1940,791
691,1856
1780,633
949,2004
1505,507
1153,2025
1267,564
1388,1979
1074,676
1702,1800
763,821
1843,1618
640,1014
1962,1411
551,1331
2023,1090
516,1546
1992,872
615,1734
1897,699
826,1965
1637,553
1013,2025
1441,511
1244,2010
1207,585
1564,1899
908,675
1751,1749
726,874
1897,1561
599,1175
2018,1266
511,1409
2026,1033
558,1574
1973,838
704,1870
1769,642
857,1945
1586,525
1082,2029
1375,514
1399,1971
1041,604
1617,1867
848,803
1859,1647
644,1093
1964,1328
531,1301
2038,1198
531,1498
2010,913
647,1802
1832,658
792,1941
1664,564
981,1996
1469,513
1308,1998
1148,577
1581,1927
952,682
1711,1789
738,924
1923,1506
587,1168
2014,1297
528,1400
2028,1022
618,1699
1933,740
713,1865
1770,593
872,1971
1593,480
1174,2025
1273,546
1400,1974
1061,618
1596,1867
850,831
1879,1645
654,1026
1975,1402
535,1256
2033,1166
555,1582
1976,863
628,1761
1867,686
761,1909
1714,587
1047,2016
1416,527
1257,2003
1195,551
1491,1940
978,716
1763,1734
712,892
1907,1556
540,1107
2004,1320
522,1395
2041,997
590,1646
1962,855
713,1847
1802,622
943,2007
1509,515
1116,2023
1300,529
1376,1989
1079,656
1685,1810
774,817
1857,1631
638,1000
1979,1437
566,1322
2036,1100
537,1584
1984,894
553,1725
1897,725
818,1965
1653,579
1020,1986
1473,520
1240,2023
1208,586
1550,1897
911,710
1766,1725
732,879
1867,1556
602,1194
1997,1193
520,1412
2031,1013
563,1627
1999,817
709,1869
1780,616
868,1971
1588,530
1083,2023
1366,543
1422,1971
1043,622
1626,1859
837,806
1858,1644
646,1087
2005,1337
531,1305
2025,1095
435,1543
1996,908
670,1816
1832,658
812,1824
1648,554
1004,1996
1460,513
1322,1997
1129,571
1540,1909
897,686
1740,1782
709,962
1935,1478
569,1141
2018,1258
529,1396
2027,1037
602,1703
1918,735
704,1867
1758,613
885,1971
1592,533
1181,2027
1281,518
1390,1981
1062,609
1586,1875
856,821
1864,1608
634,1026
1997,1410
540,1262
2018,1162
541,1567
1978,882
701,1759
1880,696
750,1892
1779,578
1030,2012
1412,515
1248,2016
1209,544
1466,2029
989,708
1754,1750
735,881
1900,1558
608,1094
1996,1327
527,1426
2012,1011
557,1639
1954,809
676,1838
1801,622
927,2018
1506,518
1153,2038
1300,533
1365,1985
1086,652
1682,1814
789,851
1823,1645
639,993
1962,1439
561,1315
2032,1115
553,1544
1988,903
600,1727
1903,722
810,1928
1661,564
1000,1982
1481,494
1216,2013
1222,584
1553,1906
910,694
1753,1756
738,868
1918,1572
609,1182
2014,1322
511,1396
2027,1024
543,1607
1985,830
700,1859
1792,623
856,1926
1612,529
1079,2025
1369,521
1417,1970
1042,617
1610,1866
856,786
1840,1652
648,1069
2001,1344
522,1284
2019,1146
558,1512
2003,911
655,1802
1844,666
808,1902
1680,564
974,2021
1471,503
1307,1993
1141,574
1522,1928
932,680
1707,1776
764,929
1936,1504
578,1092
2012,1292
521,1374
2020,1061
583,1682
1940,764
683,1738
1787,628
844,1956
1635,543
1155,2024
1300,521
1364,1988
1104,608
1598,1886
867,804
1858,1631
661,1014
1970,1425
543,1227
2026,1194
540,1568
1988,890
543,1746
1875,702
740,1919
1728,590
1026,2016
1433,520
1234,2015
1226,551
1459,1942
1000,700
1745,1759
724,881
1898,1569
584,1090
2001,1339
530,1426
2023,1021
555,1622
1963,821
664,1840
1821,632
922,2002
1533,514
1135,2032
1317,521
1353,1977
1093,643
1675,1815
796,794
1845,1647
622,996
1958,1451
567,1297
2030,1123
540,1528
2014,896
604,1730
1894,731
804,1939
1665,556
986,2018
1457,514
1219,2010
1277,582
1540,1912
909,691
1731,1738
740,864
1883,1587
621,1152
2031,1261
522,1374
2026,1056
573,1598
1979,833
698,1850
1798,648
927,1973
1618,529
1080,2032
1383,530
1397,1983
1083,639
1594,1883
870,771
1822,1668
660,1063
1970,1399
530,1275
2031,1152
538,1505
2003,915
639,1781
1837,670
780,1922
1697,586
966,2004
1493,513
1279,2016
1170,563
1492,1934
957,661
1692,1797
770,894
1866,1524
592,1110
1987,1357
527,1365
1974,1049
571,1676
1931,763
687,1839
1786,611
861,1957
1614,556
1137,2021
1318,517
1373,2008
1086,598
1583,1892
877,769
1854,1636
659,1011
1974,1426
550,1230
2048,1202
541,1543
1988,842
615,1732
1897,713
740,1893
1740,609
1013,1983
1436,510
1203,2021
1213,548
1444,1959
1000,691
1737,1746
721,855
1896,1576
599,1081
1997,1334
529,1428
2010,1000
560,1623
1954,834
661,1833
1827,645
914,1986
1542,537
1130,2028
1325,521
1277,1942
1113,634
1666,1831
844,798
1773,1656
656,968
1962,1450
562,1302
2018,1141
534,1523
2001,932
613,1712
1910,740
796,1925
1676,548
983,2003
1473,517
1215,2020
1229,581
1545,1912
909,688
1736,1745
739,842
1899,1580
609,1162
2015,1271
524,1382
2023,1035
557,1600
1949,807
687,1867
1783,590
918,1941
1613,532
1072,2012
1390,531
1422,1991
1054,616
1609,1863
867,783
1840,1660
652,1064
1991,1348
531,1283
2032,1140
537,1510
2003,910
646,1808
1846,665
789,1928
1680,566
986,2016
1479,517
1300,2006
1148,566
1580,1928
948,663
1710,1777
752,933
1947,1501
579,1142
1988,1271
522,1387
2022,1050
609,1691
1924,765
682,1778
1799,628
844,1974
1609,545
1161,2022
1297,519
1364,1986
1065,599
1586,1884
884,817
1845,1626
640,988
1980,1432
557,1227
2052,1194
537,1537
1992,872
609,1738
1900,721
739,1893
1748,611
1001,2008
1456,521
1208,2022
1230,590
1429,1961
1013,681
1734,1772
741,808
1910,1588
609,1049
1979,1352
530,1404
2033,1035
557,1603
1966,836
687,1815
1791,629
918,1989
1546,521
1126,2023
1341,494
1326,1985
1105,633
1662,1829
806,778
1867,1657
657,980
1992,1439
559,1281
2029,1125
533,1541
1996,908
600,1712
1900,738
799,1940
1695,555
986,1956
1489,514
1207,2022
1238,587
1539,1920
927,682
1726,1764
758,843
1874,1609
637,1151
2019,1278
530,1377
2040,1061
541,1581
1979,855
687,1836
1792,571
779,1975
1633,542
1048,2036
1412,529
1384,1985
1079,596
1590,1885
863,777
1809,1680
673,1057
1984,1383
557,1267
2036,1160
543,1471
1993,950
657,1769
1873,688
768,1919
1714,586
935,1998
1500,516
1255,2034
1208,555
1477,1949
974,648
1696,1829
778,894
1907,1674
593,1101
1981,1322
526,1365
2027,1059
583,1662
1936,764
687,1844
1789,645
826,1951
1624,546
1142,2021
1310,501
1363,1985
1095,596
1574,1892
879,793
1845,1655
635,984
1962,1447
553,1230
2032,1205
536,1538
1988,838
592,1722
1909,731
719,1907
1775,597
992,2012
1472,505
1199,2014
1260,544
1418,1984
1030,681
1727,1779
757,839
1866,1608
614,1076
1993,1361
519,1400
2027,1035
543,1623
1966,840
644,1794
1810,650
907,1960
1544,518
1111,2047
1325,478
1338,1997
1104,644
1668,1845
796,778
1780,1654
658,970
1944,1477
573,1309
2032,1130
529,1507
2001,926
608,1708
1944,752
786,1929
1682,547
974,2017
1528,521
1183,2006
1253,569
1513,1918
930,671
1688,1783
751,830
1875,1607
622,1141
2010,1275
527,1356
2036,1084
555,1581
2000,866
704,1836
1805,634
831,1945
1627,536
1045,2020
1416,522
1387,1992
1090,603
1584,1890
878,763
1812,1688
670,1065
1992,1386
541,1255
2029,1167
514,1503
2006,938
628,1704
1832,683
794,1915
1699,587
1008,2009
1505,521
1286,1988
1177,555
1493,1920
959,653
1709,1808
774,895
1910,1554
596,1100
2005,1318
527,1334
2033,1103
526,1649
1944,790
662,1827
1822,645
818,1946
1649,552
1110,2031
1340,511
1339,2010
1111,590
1552,1892
905,778
1830,1661
661,958
1949,1452
562,1185
2025,1231
535,1528
2010,908
606,1717
1914,743
722,1876
1741,621
974,2025
1473,509
1187,2022
1260,523
1414,1979
1039,673
1706,1789
761,814
1845,1608
618,1028
1976,1397
526,1361
2024,1011
552,1578
1975,864
653,1808
1840,658
891,1971
1514,525
1104,2024
1357,522
1320,1997
1139,616
1642,1849
826,754
1820,1672
661,941
1944,1502
562,1269
2036,1141
540,1485
2025,950
568,1665
1923,778
770,1915
1702,570
942,1982
1521,513
1179,2019
1260,604
1511,1931
945,667
1708,1886
786,818
1875,1630
631,1119
2015,1297
527,1317
2030,1082
532,1571
1988,871
670,1824
1821,629
818,1940
1643,562
1025,2061
1444,531
1344,1999
1109,588
1587,1899
936,746
1815,1711
688,1037
1976,1399
540,1263
2025,1180
550,1507
2014,959
639,1769
1883,723
767,1919
1700,573
939,1997
1515,518
1259,2021
1166,568
1476,1957
979,663
1675,1819
781,863
1896,1542
607,1103
1996,1343
531,1325
2051,1105
567,1643
1961,825
660,1814
1836,654
792,1935
1667,553
1098,2020
1353,516
1311,1997
1145,577
1530,1917
919,731
1836,1673
687,907
1941,1500
562,1193
2007,1245
542,1516
2001,921
606,1708
1921,752
713,1846
1765,610
965,2009
1484,507
1168,2025
1274,530
1405,1984
1057,670
1711,1793
764,770
1873,1612
625,1037
1980,1405
521,1364
2038,1074
557,1506
1988,873
656,1802
1843,663
887,1996
1583,536
1082,2022
1360,519
1309,2001
1144,611
1626,1862
833,753
1805,1699
687,918
1935,1501
582,1259
2030,1177
531,1471
2022,959
583,1683
1940,780
755,1896
1726,593
922,1991
1524,508
1176,2019
1273,573
1500,1933
945,657
1727,1794
765,809
1866,1622
633,1088
2045,1331
508,1334
2025,1093
550,1565
1992,881
674,1834
1827,635
819,1945
1649,542
1026,2019
1389,530
1337,1990
1104,581
1550,1915
901,746
1804,1684
687,999
1987,1400
543,1244
2023,1188
517,1478
2017,959
613,1752
1902,701
704,1897
1728,594
869,1995
1533,517
1236,2011
1212,569
1450,1957
1001,623
1598,1837
805,871
1901,1571
607,1064
1991,1359
522,1299
2040,1093
561,1698
1949,774
658,1836
1821,642
818,1939
1630,554
1139,2030
1355,513
1323,2014
1157,586
1548,1924
896,770
1856,1662
660,954
1960,1481
578,1190
2044,1228
530,1526
2003,902
599,1711
1914,728
706,1866
1775,602
969,2003
1485,596
1181,2021
1264,534
1402,1996
1037,674
1708,1789
764,838
1884,1619
623,1041
2014,1427
516,1374
2027,1063
543,1578
1993,851
715,1802
1836,662
890,2011
1573,519
1081,2027
1364,491
1287,2005
1141,618
1628,1854
833,749
1806,1698
680,939
1942,1499
578,1248
2031,1174
513,1480
2014,959
573,1661
1940,772
787,1914
1705,585
935,1982
1585,521
1187,2025
1292,611
1544,1941
956,660
1702,1794
757,813
1857,1622
633,1113
2014,1314
530,1318
2023,1061
552,1558
1983,877
670,1821
1822,644
831,1930
1648,562
1026,2011
1443,492
1362,1986
1096,644
1590,1903
896,753
1806,1697
686,1035
2040,1402
539,1253
2028,1182
523,1473
2010,941
635,1756
1858,688
761,1914
1727,587
952,2002
1505,518
1296,2032
1159,555
1492,1930
957,693
1705,1766
769,920
1939,1502
583,1124
2011,1280
522,1352
2031,1082
531,1657
1948,780
673,1764
1832,642
818,1955
1637,549
1126,2020
1322,519
1338,2027
1104,588
1560,1898
898,783
1832,1662
661,962
1938,1472
570,1203
2024,1216
531,1541
1992,898
630,1729
1895,729
726,1888
1752,605
996,2015
1469,507
1212,1996
1248,540
1430,1974
1026,726
1723,1789
755,848
1884,1599
583,1117
2010,1300
530,1464
2013,985
575,1648
1953,767
674,1836
1810,652
913,1988
1540,520
1124,2023
1332,545
1348,1991
1104,646
1667,1828
812,794
1832,1660
647,990
1962,1439
543,1309
2033,1102
527,1530
2001,907
635,1764
1858,672
844,1967
1625,516
1061,2008
1416,516
1301,2010
1190,608
1594,1892
866,717
1781,1733
709,933
1919,1554
592,1204
2023,1238
492,1421
2031,1011
562,1643
2040,812
