Voltage,Current
1832,1193
718,528
840,1467
1923,1991
1622,997
604,647
1096,1717
2023,1852
1385,749
535,778
1313,1878
2032,1636
1104,588
581,1023
1599,1996
1953,1444
899,531
714,1283
1806,2038
1807,1172
687,544
878,1508
1962,1969
1544,902
583,671
1124,1740
2040,1833
1352,712
540,817
1407,1925
2018,1672
1056,585
597,1053
1624,2069
1927,1353
774,488
739,1331
1844,2040
1757,1127
706,574
948,1571
1970,1939
1528,881
558,674
1134,1776
2036,1749
1242,657
559,880
1442,1947
2014,1539
1020,553
644,1182
1718,2023
1872,1280
765,524
792,1395
1887,2006
1661,1011
605,606
1017,1660
2009,1907
1456,829
542,739
1298,1860
2044,1686
1170,680
557,937
1506,1975
1988,1459
910,534
640,1202
1718,2032
1845,1258
735,535
826,1477
1936,2008
1662,961
581,612
1053,1727
2015,1844
1368,740
531,765
1325,1907
2027,1699
1156,611
513,1027
1594,2007
1949,1404
893,539
676,1236
1778,2023
1754,1147
690,544
882,1513
1945,1969
1563,908
573,671
1166,1772
2041,1815
1300,699
527,868
1393,1918
2010,1545
1013,568
600,1089
1676,2016
1926,1360
831,520
761,1348
1858,2017
1741,1033
651,570
945,1575
1980,1921
1481,834
557,702
1209,1790
2041,1768
1253,682
578,908
1487,1966
1981,1531
992,548
641,1125
1684,2025
1879,1270
766,517
787,1396
1885,2007
1696,1048
633,600
1037,1664
2012,1867
1447,808
553,727
1249,1821
2036,1691
1148,620
562,934
1535,1986
1950,1485
959,544
685,1224
1765,2040
1859,1228
731,532
806,1443
1913,1976
1614,933
535,620
1062,1675
2027,1867
1368,763
535,829
1376,1931
2028,1646
1110,601
579,1015
1585,1944
1916,1382
848,529
693,1254
1830,2043
1770,1153
691,570
924,1562
1979,1956
1557,947
557,661
1130,1749
2049,1789
1270,700
537,802
1395,1926
2028,1573
1026,565
627,1137
1718,2028
1900,1301
776,520
761,1322
1880,2003
1677,1037
625,585
976,1608
1996,1922
1477,847
558,748
1243,1840
2040,1743
1230,663
497,920
1470,1948
1988,1504
968,556
641,1163
1726,2034
1861,1242
758,534
849,1471
1927,1981
1635,964
604,609
1052,1657
2013,1867
1374,758
537,789
1362,1866
2039,1699
1163,600
583,1011
1576,2027
1954,1439
901,529
672,1232
1754,2034
1801,1181
701,541
861,1494
1938,1972
1572,932
505,636
1169,1823
2030,1829
1317,731
539,830
1390,1919
2049,1595
1040,611
630,1065
1641,2032
1923,1432
846,520
742,1350
1845,2028
1753,1098
648,556
919,1550
1971,1930
1500,851
542,674
1157,1785
2038,1792
1274,713
540,894
1470,1958
2004,1557
978,624
621,1102
1663,2023
1898,1281
796,519
787,1375
1883,2012
1696,1078
646,600
1013,1631
2014,1909
1437,815
540,725
1208,1891
2027,1682
1181,628
535,920
1503,1969
1996,1508
971,562
600,1195
1742,2031
1850,1197
737,518
796,1403
1879,1978
1617,971
596,598
1044,1675
2032,1872
1414,771
518,777
1329,1881
1995,1672
1130,586
558,990
1561,1991
1957,1374
857,516
687,1247
1807,2024
1809,1167
687,551
894,1529
1927,1957
1570,924
583,633
1092,1712
1996,1800
1304,701
529,808
1364,1832
2123,1626
1093,570
624,1072
1629,2010
1902,1350
828,509
711,1295
1836,2016
1727,1077
637,554
944,1638
1975,1926
1544,873
557,701
1183,1800
2041,1721
1260,671
513,848
1421,1965
1999,1537
1000,555
624,1090
1635,2019
1889,1301
792,529
765,1378
1877,2000
1693,1056
639,547
950,1623
1997,1876
1411,803
580,733
1229,1834
2033,1689
1208,633
601,960
1531,1949
1975,1478
926,530
644,1171
1727,2025
1822,1196
718,521
820,1442
1906,1965
1645,984
596,626
1075,1699
2059,1855
1388,796
531,766
1290,1882
2018,1651
1104,575
565,1030
1601,1995
1952,1424
896,525
690,1252
1791,2024
1783,1158
678,542
856,1482
1936,1960
1557,916
570,642
1128,1721
2027,1816
1342,775
504,812
1391,1910
2014,1622
1074,570
565,1033
1596,2029
1918,1326
826,526
705,1255
1817,2014
1765,1132
685,597
909,1570
1964,1936
1546,815
557,656
1144,1754
2033,1770
1236,669
526,856
1429,1928
2004,1544
1011,555
639,1137
1693,2055
1875,1279
765,522
757,1364
1858,1998
1667,1022
663,591
992,1600
2001,1897
1496,796
535,734
1249,1832
2029,1701
1192,596
677,910
1459,1943
1974,1476
909,518
636,1168
1721,2028
1859,1232
748,520
831,1454
1913,1997
1644,986
609,588
1015,1647
1996,1860
1387,752
522,754
1266,1860
2027,1688
1166,614
561,959
1547,1992
1955,1499
959,524
661,1207
1754,2021
1778,1106
695,540
841,1477
1936,1956
1514,932
582,674
1145,1789
2002,1805
1314,701
533,825
1417,1879
1910,1562
1039,575
585,1075
1628,1966
1916,1350
839,493
747,1336
1845,2008
1741,1107
716,546
912,1554
1936,1931
1481,829
539,683
1192,1772
2045,1776
1260,671
533,894
1451,1950
2002,1534
992,545
607,1090
1702,2014
1872,1292
765,521
761,1374
1861,2011
1696,1052
621,585
1013,1634
1992,1889
1519,815
530,714
1210,1810
2041,1690
1156,657
568,932
1502,1967
1969,1491
956,540
652,1190
1769,2040
1848,1237
735,519
796,1412
1872,1978
1626,957
587,614
1004,1659
2016,1853
1329,727
535,830
1339,1909
2014,1642
1100,582
565,1086
1566,1986
1936,1385
852,496
700,1254
1798,2039
1784,1160
685,546
896,1556
1946,1957
1568,890
539,634
1105,1721
2023,1789
1287,688
524,821
1364,1914
2035,1619
1070,583
589,1078
1628,2016
1922,1356
828,520
705,1301
1810,2014
1728,1077
638,553
952,1570
1979,1945
1512,866
567,675
1184,1787
2040,1845
1273,676
531,847
1420,1925
2005,1598
1005,543
596,1090
1653,2041
1902,1298
789,481
765,1363
1873,2008
1706,1042
628,636
948,1609
1988,1884
1416,765
531,724
1246,1819
2027,1729
1205,662
606,965
1510,1979
1971,1500
922,534
641,1142
1727,2021
1820,1215
722,534
818,1439
1910,1985
1648,995
592,615
1065,1686
2023,1867
1395,792
523,741
1284,1862
2015,1643
1083,587
566,981
1569,2008
1958,1443
917,531
674,1237
1784,2023
1775,1180
687,527
844,1467
1931,1945
1572,906
575,622
1102,1723
2014,1832
1353,717
533,821
1386,1914
2033,1616
1128,568
594,1021
1591,2006
1918,1339
852,517
713,1286
1814,2021
1757,1117
661,552
909,1558
1977,1906
1525,890
532,663
1152,1751
2035,1763
1257,668
530,861
1405,1932
2002,1625
1022,538
610,1132
1688,2011
1884,1314
781,509
752,1315
1849,2013
1676,1025
620,556
987,1617
1975,1909
1480,827
543,718
1255,1834
2029,1734
1207,641
542,886
1482,1947
1991,1489
931,540
635,1160
1716,2012
1862,1258
754,520
831,1434
1915,1986
1647,1013
596,589
1013,1646
2001,1893
1392,759
534,752
1224,1854
2049,1704
1162,654
562,977
1550,1991
1973,1450
910,521
654,1184
1775,2023
1799,1182
696,531
865,1533
1909,1918
1596,929
578,639
1118,1701
2010,1824
1322,717
526,791
1390,1886
2028,1597
1053,543
532,1037
1632,2005
1931,1373
871,491
678,1318
1832,2023
1747,1114
666,544
896,1530
1963,1945
1535,830
569,661
1150,1763
2040,1785
1275,684
534,906
1449,1947
2001,1558
1013,569
607,1069
1642,2004
1873,1289
758,517
765,1349
1858,1999
1729,1081
644,581
995,1625
1996,1911
1494,812
532,682
1208,1798
2028,1712
1186,625
526,913
1486,1951
1988,1534
974,525
644,1143
1719,2027
1855,1246
757,510
775,1372
1882,1991
1645,993
594,584
1015,1721
2016,1879
1429,774
523,754
1301,1869
2039,1657
1151,612
563,1007
1531,1973
1871,1408
865,504
680,1233
1771,2023
1832,1194
702,539
891,1517
1949,1977
1554,918
574,627
1070,1704
2017,1807
1320,701
533,816
1350,1966
2014,1639
1098,583
583,1037
1617,2012
1923,1380
856,510
721,1262
1811,2027
1732,1097
636,539
911,1538
2031,1947
1544,894
562,665
1158,1797
2029,1780
1286,691
514,830
1392,1921
1997,1564
1040,556
617,1075
1616,2008
1913,1326
826,511
739,1351
1854,1997
1720,1082
639,571
966,1608
1975,1892
1449,773
513,712
1208,1817
2042,1738
1202,621
543,933
1519,1997
1983,1503
948,520
635,1164
1648,1985
1835,1226
727,535
800,1429
1897,1990
1671,1044
612,715
1052,1674
2013,1904
1420,766
481,739
1272,1841
2026,1650
1148,600
552,962
1518,1972
1973,1490
919,530
676,1227
1773,2021
1814,1190
711,508
820,1457
1939,1964
1584,930
572,628
1126,1712
2001,1858
1357,733
529,812
1369,1906
2018,1635
1063,573
571,1009
1572,1997
1925,1344
842,510
689,1281
1808,2015
1783,1147
666,568
859,1538
1963,1973
1551,886
559,636
1113,1735
2040,1789
1280,673
530,832
1396,1892
2001,1568
1033,555
588,1120
1676,1993
1858,1309
792,508
737,1326
1854,1997
1736,1027
622,568
958,1608
2013,1923
1492,907
540,726
1220,1789
2033,1746
1222,659
558,890
1453,1935
1983,1504
934,531
622,1137
1711,2037
1882,1269
765,448
774,1442
1899,1997
1661,994
588,585
1052,1632
1986,1866
1390,748
523,739
1267,1918
2036,1706
1153,622
557,963
1538,1941
1952,1434
926,523
650,1152
1743,2023
1815,1182
708,526
818,1536
1979,1972
1609,944
543,655
1119,1749
2030,1830
1341,699
526,791
1283,1886
2020,1598
1065,586
540,1042
1589,2003
1937,1379
828,589
706,1297
1822,2040
1740,1118
669,541
883,1515
1951,1925
1524,875
560,628
1130,1754
1982,1792
1283,689
530,881
1435,1944
1991,1560
1017,555
561,1075
1641,2006
1895,1297
778,529
750,1339
1861,2023
1726,1076
626,570
975,1608
1992,1912
1478,847
552,684
1202,1794
2037,1738
1193,641
539,890
1483,1956
1992,1531
978,547
644,1159
1729,2012
1863,1270
755,509
766,1387
1882,1988
1649,999
578,585
1005,1644
2001,1899
1441,781
523,752
1296,1844
2026,1695
1148,623
557,945
1518,1942
1936,1415
878,537
682,1221
1771,2023
1814,1141
722,534
887,1499
1955,1996
1598,939
572,636
1078,1691
2017,1841
1324,707
518,789
1338,1890
2018,1634
1192,611
565,1039
1615,2005
1925,1393
852,491
687,1262
1792,2034
1740,1106
620,543
905,1524
1957,1956
1546,896
560,667
1170,1766
2036,1798
1284,696
511,841
1391,1919
1996,1563
1020,553
597,1077
1657,2012
1904,1340
826,521
779,1360
1857,2009
1706,1072
643,598
958,1592
1979,1894
1449,804
519,702
1230,1821
2039,1746
1226,661
501,926
1512,1967
1972,1524
974,539
625,1135
1673,2016
1851,1219
765,522
794,1411
1898,2012
1668,1016
609,617
1040,1670
1985,1841
1412,773
519,730
1253,1841
2029,1672
1132,607
557,983
1534,1992
1971,1452
931,533
641,1220
1765,2025
1798,1195
705,536
817,1452
1919,1964
1583,919
576,621
1091,1708
2020,1826
1366,738
522,794
1369,1918
2010,1634
1115,595
578,1006
1571,1971
1927,1387
844,524
696,1268
1807,2023
1783,1164
687,562
905,1537
1955,1951
1557,868
572,640
1118,1743
2040,1813
1275,682
530,851
1370,1919
2009,1567
1033,555
600,1120
1675,2011
1883,1309
795,491
748,1335
1858,1981
1688,1004
606,579
968,1603
1983,1925
1480,769
513,710
1233,1819
2040,1735
1218,650
572,887
1461,1945
1984,1491
951,532
627,1142
1702,1999
1861,1281
796,521
804,1439
1915,2012
1651,1005
599,402
1008,1634
1999,1868
1401,751
533,748
1260,1841
2030,1703
1174,623
557,949
1546,1990
1962,1455
851,535
649,1191
1742,2023
1801,1175
672,532
782,1473
1922,1970
1602,925
583,654
1165,1746
2021,1824
1333,721
531,792
1325,1925
1995,1625
1048,570
583,1054
1605,2012
1932,1401
857,498
717,1309
1832,1998
1742,1118
685,536
885,1464
1968,1909
1521,854
552,666
1143,1759
2043,1823
1286,683
530,881
1431,1920
1999,1603
1021,586
557,1076
1636,2006
1887,1302
870,508
740,1348
1844,2006
1723,1069
642,607
975,1610
2044,1938
1486,830
539,700
1190,1794
2036,1745
1194,642
531,894
1469,1951
1953,1507
987,544
635,1140
1711,2021
1889,1265
774,517
757,1377
1880,2008
1664,1001
600,577
1000,1624
2015,1883
1443,804
535,744
1274,1867
2036,1699
1170,620
557,953
1558,1979
1936,1406
903,518
661,1232
1768,2028
1815,1245
702,522
855,1497
1913,1974
1603,937
600,611
1067,1664
2031,1819
1334,718
530,781
1342,1886
2031,1645
1088,601
573,1037
1612,2002
1937,1396
856,556
635,1258
1791,2022
1755,1110
666,533
896,1513
1943,1975
1546,894
561,670
1163,1788
2010,1828
1309,700
526,814
1361,1909
1949,1575
1034,576
594,1051
1635,2008
1922,1369
832,516
755,1336
1853,2009
1723,1017
635,555
939,1584
2004,1906
1459,816
540,710
1210,1769
2032,1755
1235,650
531,918
1494,1965
1962,1531
968,543
595,1128
1718,2039
1837,1239
766,515
790,1377
1897,1998
1693,1047
648,576
1002,1661
1999,1889
1428,789
524,733
1253,1867
2030,1639
1142,633
531,958
1535,1988
1964,1494
934,545
659,1220
1775,2029
1824,1220
719,513
809,1440
1913,1974
1589,908
609,609
1070,1695
2014,1841
1369,764
550,804
1338,1891
2020,1658
1104,578
560,991
1561,1986
1932,1397
852,540
685,1253
1783,2023
1806,1168
703,525
906,1522
1954,1962
1572,907
602,641
1102,1722
2023,1800
1295,693
539,817
1384,1906
2030,1602
1047,564
565,1100
1666,2017
1887,1327
799,484
739,1305
1846,2003
1733,1038
627,569
942,1590
1983,1934
1529,861
549,691
1218,1815
2042,1758
1236,671
531,868
1430,1936
1975,1488
971,540
622,1145
1692,2012
1875,1275
765,520
804,1419
1987,2001
1650,1012
613,589
974,1623
1997,1879
1390,741
530,726
1251,1835
2038,1712
1193,635
553,955
1531,1902
1977,1460
920,530
662,1168
1727,2023
1814,1193
711,516
831,1460
1918,2003
1624,960
640,652
1105,1725
2016,1841
1364,727
530,766
1329,1878
2023,1619
1070,581
558,1030
1624,1997
1939,1415
883,517
711,1283
1814,2019
1776,1130
671,533
874,1481
1957,1945
1540,881
550,720
1074,1751
2029,1810
1308,701
514,808
1400,1933
2013,1582
1030,570
531,1042
1619,2006
1899,1320
826,514
735,1322
1820,2007
1740,1095
649,570
948,1599
1960,1922
1496,830
543,623
1186,1776
2016,1735
1213,570
533,876
1452,1938
1996,1545
999,544
644,1142
1692,2023
1864,1284
769,527
777,1360
1861,1996
1669,1026
610,581
1008,1634
1993,1896
1452,801
526,694
1340,1846
2036,1714
1182,594
556,945
1526,1968
1957,1437
894,524
670,1206
1739,2026
1817,1228
717,529
856,1492
1931,1980
1601,945
588,620
1054,1687
1993,1776
1364,726
526,753
1335,1883
2022,1662
1130,610
566,976
1590,1997
1945,1410
861,511
682,1255
1785,2021
1762,1123
659,527
885,1534
1961,1948
1590,912
578,655
1154,1712
2069,1811
1313,701
516,800
1376,1905
2010,1582
1038,520
589,1052
1620,2036
1962,1365
836,509
726,1325
1845,2009
1726,1092
646,549
952,1580
1979,1906
1473,814
531,688
1196,1765
2040,1759
1235,645
535,899
1474,1985
1988,1528
984,531
617,1115
1675,1993
1850,1254
739,508
769,1357
1876,2018
1673,1030
648,586
1005,1635
1992,1872
1505,795
523,730
1243,1839
2025,1717
1131,589
572,985
1533,1974
1995,1485
935,540
661,1218
1832,2015
1856,1209
695,552
813,1439
1919,1965
1604,929
586,615
1077,1684
2014,1862
1369,752
520,776
1329,1886
2023,1649
1096,608
562,950
1543,1988
1936,1393
844,534
684,1244
1791,2049
1788,1161
689,539
896,1530
1952,1966
1577,877
517,632
1104,1704
2027,1789
1296,680
522,817
1363,1873
1988,1587
1050,565
626,1097
1669,2016
1947,1323
809,513
724,1309
1825,2018
1694,1050
623,550
936,1589
1981,1936
1513,832
531,654
1209,1811
2038,1784
1241,663
531,868
1436,1936
1987,1426
957,540
628,1110
1672,2008
1848,1288
778,514
741,1406
1929,1999
1688,1022
609,658
995,1605
2003,1881
1424,775
535,726
1245,1824
2036,1736
1141,634
562,952
1520,1974
1991,1493
939,518
639,1140
1716,2041
1827,1210
716,519
843,1439
1881,1972
1622,959
574,626
1092,1704
2006,1854
1365,735
530,765
1312,1868
2023,1631
1089,596
568,1020
1574,1978
1947,1426
882,517
700,1271
1799,2009
1714,1156
676,538
864,1491
1941,1945
1551,895
558,642
1118,1726
2022,1817
1310,705
531,847
1409,1928
2027,1565
1048,570
634,1019
1613,2003
1896,1339
794,505
722,1309
1830,2044
1744,1104
678,561
931,1587
1986,1905
1494,856
553,712
1171,1781
2033,1742
1215,656
534,882
1428,1949
2000,1556
1019,555
609,1142
1689,2023
1875,1282
771,518
752,1340
1866,2001
1664,1016
635,576
981,1622
2014,1910
1460,808
528,724
1260,1844
2056,1721
1196,636
536,934
1512,1967
1947,1423
905,521
656,1187
1750,2025
1833,1224
725,544
849,1489
1923,1980
1590,950
584,608
1039,1676
2014,1823
1321,731
533,778
1325,1883
2039,1663
1141,601
571,1006
1589,1989
1936,1413
864,517
676,1245
1776,2021
1764,1130
651,541
861,1516
1953,1977
1600,932
574,656
1139,1751
2040,1817
1316,700
532,774
1280,1900
2013,1588
1043,564
571,1045
1614,2015
1923,1374
842,517
735,1337
1825,2023
1750,1088
711,576
933,1564
1975,1907
1470,830
509,704
1195,1792
2044,1759
1255,781
532,903
1487,1956
1996,1530
998,547
609,1087
1679,1997
1882,1271
752,522
752,1385
1874,1997
1694,1037
618,590
1013,1645
2002,1906
1468,825
527,722
1247,1832
2030,1686
1174,611
539,985
1534,1974
1988,1515
974,526
649,1184
1754,2025
1858,1224
736,529
794,1434
1900,1976
1611,970
588,610
1051,1686
2016,1909
1400,753
531,782
1337,1816
2082,1661
1118,622
559,928
1533,1989
1845,1393
898,517
682,1238
1785,2023
1853,1169
702,542
891,1529
1942,1961
1596,933
569,633
1100,1712
2026,1806
1298,674
527,816
1389,1931
2006,1603
1061,580
609,1093
1659,1997
1864,1333
810,496
729,1302
1887,2016
1707,1052
642,564
931,1564
1983,1928
1522,842
565,626
1209,1801
2036,1798
1239,664
531,881
1416,1923
1992,1527
978,556
609,1122
1678,2020
1883,1284
791,510
791,1421
1896,2005
1677,1037
606,581
978,1618
1999,1888
1416,791
531,722
1246,1808
2038,1743
1229,621
568,926
1522,1986
1775,1504
948,530
626,1185
1717,2019
1828,1223
721,518
809,1408
1957,1995
1614,960
592,612
1078,1711
1997,1841
1366,726
536,764
1304,1829
2019,1618
1089,578
570,985
1585,1982
1941,1437
878,511
770,1285
1805,2015
1739,1151
674,529
871,1500
1975,1957
1546,880
549,615
1115,1743
2027,1818
1316,692
526,825
1416,1931
2013,1606
1039,569
599,1063
1612,2011
1890,1386
869,483
722,1314
1840,2033
1747,1105
660,565
948,1582
2018,1931
1505,840
543,690
1157,1785
2041,1751
1221,653
585,871
1446,1967
2001,1556
1052,567
634,1115
1701,2010
1870,1305
787,498
726,1322
1858,2023
1685,1011
625,547
987,1607
2003,1899
1466,812
521,736
1261,1843
2032,1738
1189,637
530,933
1483,1971
1953,1468
901,517
660,1193
1739,2026
1856,1242
739,528
839,1475
1923,1981
1657,965
587,604
1039,1659
2004,1845
1332,740
531,760
1304,1882
2033,1686
1147,609
557,1001
1573,1999
1966,1435
880,526
670,1235
1756,2036
1752,1141
726,535
859,1494
1949,1945
1577,926
572,648
1131,1754
1953,1811
1328,710
539,753
1339,1919
2040,1592
1056,588
589,1040
1610,2008
1927,1383
843,570
729,1322
1836,2017
1742,1085
620,551
933,1576
1972,1893
1482,817
543,687
1199,1792
2032,1769
1259,685
543,900
1466,1951
1992,1530
992,537
613,1118
1672,2023
1857,1258
752,513
781,1392
1875,2004
1696,1035
635,596
1022,1648
2001,1888
1437,791
539,700
1244,1879
2033,1694
1156,607
543,931
1508,1971
1974,1487
943,492
661,1191
1727,2035
1838,1249
739,521
809,1438
1898,1957
1618,951
583,628
1052,1688
2002,1870
1400,746
535,804
1325,1854
1988,1654
1131,600
554,1071
1538,1983
1944,1409
867,489
651,1232
1766,2023
1806,1171
713,543
887,1517
1959,1966
1581,916
582,633
1093,1719
2042,1798
1303,701
529,809
1376,1909
2023,1612
1085,573
605,1076
1642,2010
1914,1335
829,522
687,1297
1822,2011
1679,1104
636,566
925,1571
1981,1941
1526,883
539,692
1223,1788
2039,1782
1235,665
521,873
1416,1934
1996,1538
991,544
608,1009
1650,2012
1883,1299
779,510
783,1395
1884,2011
1680,1039
603,548
971,1597
1996,1894
1442,786
470,715
1231,1833
2033,1744
1208,651
536,934
1509,1956
1920,1490
946,519
635,1182
1682,2032
1825,1207
739,527
805,1438
1910,1967
1633,971
630,631
1093,1698
2039,1857
1369,742
522,764
1301,1881
2023,1630
1096,594
565,1013
1576,1997
1942,1426
883,509
700,1276
1806,2026
1780,1155
666,534
865,1478
1941,1963
1581,890
565,582
1179,1738
2025,1828
1325,726
529,822
1384,1924
2010,1603
1072,583
592,1062
